Samp,Signal,I,Q,R,Phi,,,,
7835,-863,-234.78,-184.41,298.54,-2.48,,,,
7836,-1218,-234.18,-184.92,298.39,-2.47,,,,
7837,-1438,-234.03,-185.7,298.76,-2.47,,,,
7838,-1671,-234.5,-186.44,299.58,-2.47,,,,
7839,-1801,-235.43,-186.67,300.46,-2.47,,,,
7840,-1537,-236.2,-186.25,300.8,-2.47,,,,
7841,-1164,-236.48,-185.55,300.59,-2.48,,,,
7842,-811,-236.33,-184.92,300.08,-2.48,,,,
7843,-607,-235.96,-184.49,299.53,-2.48,,,,
7844,-629,-235.44,-184.26,298.97,-2.48,,,,
7845,-865,-234.77,-184.31,298.48,-2.48,,,,
7846,-1220,-234.18,-184.81,298.32,-2.47,,,,
7847,-1440,-234.03,-185.6,298.69,-2.47,,,,
7848,-1737,-234.52,-186.37,299.56,-2.47,,,,
7849,-1788,-235.44,-186.6,300.42,-2.47,,,,
7850,-1531,-236.21,-186.18,300.77,-2.47,,,,
7851,-1155,-236.49,-185.48,300.55,-2.48,,,,
7852,-804,-236.34,-184.86,300.05,-2.48,,,,
7853,-603,-235.97,-184.44,299.5,-2.48,,,,
7854,-627,-235.45,-184.2,298.94,-2.48,,,,
7855,-864,-234.78,-184.25,298.45,-2.48,,,,
7856,-1217,-234.19,-184.75,298.29,-2.47,,,,
7857,-1437,-234.04,-185.54,298.66,-2.47,,,,
7858,-1737,-234.53,-186.31,299.53,-2.47,,,,
7859,-1787,-235.45,-186.53,300.39,-2.47,,,,
7860,-1529,-236.22,-186.12,300.73,-2.47,,,,
7861,-1157,-236.5,-185.42,300.52,-2.48,,,,
7862,-804,-236.35,-184.79,300.02,-2.48,,,,
7863,-606,-235.98,-184.37,299.46,-2.48,,,,
7864,-627,-235.45,-184.13,298.9,-2.48,,,,
7865,-862,-234.79,-184.18,298.41,-2.48,,,,
7866,-1219,-234.19,-184.69,298.26,-2.47,,,,
7867,-1437,-234.05,-185.47,298.63,-2.47,,,,
7868,-1664,-234.51,-186.2,299.45,-2.47,,,,
7869,-1799,-235.44,-186.44,300.32,-2.47,,,,
7870,-1538,-236.21,-186.02,300.67,-2.47,,,,
7871,-1163,-236.49,-185.31,300.45,-2.48,,,,
7872,-810,-236.34,-184.69,299.95,-2.48,,,,
7873,-604,-235.97,-184.26,299.39,-2.48,,,,
7874,-631,-235.45,-184.03,298.83,-2.48,,,,
7875,-864,-234.78,-184.08,298.34,-2.48,,,,
7876,-1218,-234.19,-184.58,298.18,-2.47,,,,
7877,-1438,-234.04,-185.37,298.56,-2.47,,,,
7878,-1665,-234.51,-186.1,299.38,-2.47,,,,
7879,-1800,-235.44,-186.33,300.25,-2.47,,,,
7880,-1483,-236.17,-185.93,300.58,-2.47,,,,
7881,-1138,-236.45,-185.23,300.36,-2.48,,,,
7882,-851,-236.3,-184.58,299.84,-2.48,,,,
7883,-636,-235.91,-184.14,299.27,-2.48,,,,
7884,-596,-235.41,-183.91,298.73,-2.48,,,,
7885,-844,-234.76,-183.96,298.25,-2.48,,,,
7886,-1277,-234.14,-184.49,298.09,-2.47,,,,
7887,-1472,-233.99,-185.3,298.48,-2.47,,,,
7888,-1683,-234.47,-186.04,299.31,-2.47,,,,
7889,-1707,-235.34,-186.25,300.12,-2.47,,,,
7890,-1540,-236.11,-185.84,300.47,-2.47,,,,
7891,-1167,-236.39,-185.13,300.26,-2.48,,,,
7892,-759,-236.24,-184.53,299.77,-2.48,,,,
7893,-567,-235.89,-184.13,299.24,-2.48,,,,
7894,-654,-235.35,-183.89,298.67,-2.48,,,,
7895,-889,-234.67,-183.94,298.17,-2.48,,,,
7896,-1199,-234.08,-184.44,298.01,-2.47,,,,
7897,-1539,-233.93,-185.29,298.42,-2.47,,,,
7898,-1732,-234.42,-186.05,299.28,-2.47,,,,
7899,-1747,-235.32,-186.28,300.12,-2.47,,,,
7900,-1514,-236.08,-185.86,300.46,-2.47,,,,
7901,-1117,-236.34,-185.18,300.25,-2.48,,,,
7902,-785,-236.19,-184.57,299.76,-2.48,,,,
7903,-585,-235.83,-184.16,299.21,-2.48,,,,
7904,-589,-235.33,-183.93,298.68,-2.48,,,,
7905,-831,-234.68,-183.97,298.2,-2.48,,,,
7906,-1229,-234.08,-184.48,298.04,-2.47,,,,
7907,-1561,-233.94,-185.35,298.46,-2.47,,,,
7908,-1751,-234.44,-186.12,299.33,-2.47,,,,
7909,-1733,-235.32,-186.34,300.17,-2.47,,,,
7910,-1497,-236.07,-185.93,300.5,-2.47,,,,
7911,-1135,-236.34,-185.24,300.28,-2.48,,,,
7912,-772,-236.19,-184.64,299.8,-2.48,,,,
7913,-561,-235.84,-184.24,299.27,-2.48,,,,
7914,-590,-235.34,-184.01,298.73,-2.48,,,,
7915,-832,-234.69,-184.05,298.25,-2.48,,,,
7916,-1204,-234.1,-184.55,298.1,-2.47,,,,
7917,-1562,-233.95,-185.41,298.52,-2.47,,,,
7918,-1751,-234.45,-186.19,299.39,-2.47,,,,
7919,-1735,-235.34,-186.41,300.22,-2.47,,,,
7920,-1494,-236.09,-186,300.55,-2.47,,,,
7921,-1129,-236.36,-185.31,300.34,-2.48,,,,
7922,-767,-236.21,-184.71,299.85,-2.48,,,,
7923,-561,-235.85,-184.31,299.33,-2.48,,,,
7924,-583,-235.35,-184.08,298.79,-2.48,,,,
7925,-824,-234.71,-184.12,298.32,-2.48,,,,
7926,-1188,-234.13,-184.61,298.16,-2.47,,,,
7927,-1552,-233.98,-185.47,298.58,-2.47,,,,
7928,-1750,-234.48,-186.24,299.45,-2.47,,,,
7929,-1720,-235.36,-186.46,300.27,-2.47,,,,
7930,-1489,-236.1,-186.05,300.6,-2.47,,,,
7931,-1125,-236.37,-185.37,300.39,-2.48,,,,
7932,-762,-236.22,-184.77,299.9,-2.48,,,,
7933,-556,-235.87,-184.37,299.38,-2.48,,,,
7934,-582,-235.37,-184.14,298.85,-2.48,,,,
7935,-825,-234.73,-184.19,298.37,-2.48,,,,
7936,-1186,-234.15,-184.68,298.21,-2.47,,,,
7937,-1551,-234,-185.53,298.63,-2.47,,,,
7938,-1747,-234.5,-186.3,299.5,-2.47,,,,
7939,-1719,-235.38,-186.52,300.32,-2.47,,,,
7940,-1488,-236.12,-186.11,300.65,-2.47,,,,
7941,-1125,-236.38,-185.43,300.43,-2.48,,,,
7942,-760,-236.24,-184.83,299.95,-2.48,,,,
7943,-555,-235.88,-184.43,299.43,-2.48,,,,
7944,-584,-235.39,-184.21,298.89,-2.48,,,,
7945,-825,-234.75,-184.25,298.42,-2.48,,,,
7946,-1185,-234.16,-184.74,298.26,-2.47,,,,
7947,-1549,-234.01,-185.59,298.68,-2.47,,,,
7948,-1749,-234.51,-186.37,299.55,-2.47,,,,
7949,-1723,-235.39,-186.58,300.37,-2.47,,,,
7950,-1486,-236.13,-186.18,300.7,-2.47,,,,
7951,-1124,-236.4,-185.49,300.49,-2.48,,,,
7952,-762,-236.25,-184.89,300,-2.48,,,,
7953,-559,-235.9,-184.49,299.48,-2.48,,,,
7954,-583,-235.4,-184.26,298.94,-2.48,,,,
7955,-824,-234.76,-184.31,298.47,-2.48,,,,
7956,-1187,-234.18,-184.8,298.31,-2.47,,,,
7957,-1551,-234.03,-185.65,298.73,-2.47,,,,
7958,-1747,-234.53,-186.43,299.59,-2.47,,,,
7959,-1723,-235.41,-186.64,300.42,-2.47,,,,
7960,-1493,-236.15,-186.24,300.75,-2.47,,,,
7961,-1129,-236.42,-185.54,300.54,-2.48,,,,
7962,-765,-236.27,-184.95,300.05,-2.48,,,,
7963,-558,-235.92,-184.55,299.52,-2.48,,,,
7964,-590,-235.42,-184.32,298.99,-2.48,,,,
7965,-831,-234.77,-184.36,298.51,-2.48,,,,
7966,-1186,-234.19,-184.85,298.35,-2.47,,,,
7967,-1550,-234.04,-185.71,298.77,-2.47,,,,
7968,-1744,-234.54,-186.48,299.64,-2.47,,,,
7969,-1728,-235.42,-186.69,300.46,-2.47,,,,
7970,-1489,-236.16,-186.29,300.79,-2.47,,,,
7971,-1129,-236.43,-185.6,300.58,-2.48,,,,
7972,-767,-236.28,-185,300.09,-2.48,,,,
7973,-559,-235.93,-184.6,299.57,-2.48,,,,
7974,-592,-235.43,-184.37,299.03,-2.48,,,,
7975,-824,-234.79,-184.41,298.55,-2.48,,,,
7976,-1194,-234.2,-184.9,298.39,-2.47,,,,
7977,-1551,-234.05,-185.76,298.81,-2.47,,,,
7978,-1751,-234.55,-186.53,299.68,-2.47,,,,
7979,-1726,-235.44,-186.75,300.51,-2.47,,,,
7980,-1492,-236.18,-186.35,300.84,-2.47,,,,
7981,-1131,-236.45,-185.65,300.62,-2.48,,,,
7982,-769,-236.3,-185.05,300.14,-2.48,,,,
7983,-562,-235.94,-184.65,299.61,-2.48,,,,
7984,-588,-235.44,-184.42,299.07,-2.48,,,,
7985,-829,-234.8,-184.47,298.6,-2.48,,,,
7986,-1191,-234.21,-184.96,298.44,-2.47,,,,
7987,-1550,-234.07,-185.81,298.85,-2.47,,,,
7988,-1750,-234.57,-186.59,299.73,-2.47,,,,
7989,-1729,-235.45,-186.8,300.56,-2.47,,,,
7990,-1490,-236.19,-186.4,300.88,-2.47,,,,
7991,-1129,-236.46,-185.71,300.67,-2.48,,,,
7992,-769,-236.31,-185.11,300.18,-2.48,,,,
7993,-564,-235.96,-184.7,299.65,-2.48,,,,
7994,-590,-235.46,-184.47,299.12,-2.48,,,,
7995,-830,-234.81,-184.52,298.64,-2.48,,,,
7996,-1190,-234.23,-185.01,298.48,-2.47,,,,
7997,-1549,-234.08,-185.87,298.9,-2.47,,,,
7998,-1748,-234.58,-186.64,299.77,-2.47,,,,
7999,-1726,-235.46,-186.85,300.59,-2.47,,,,
8000,-1490,-236.2,-186.45,300.92,-2.47,,,,
8001,-1129,-236.47,-185.76,300.71,-2.48,,,,
8002,-770,-236.32,-185.16,300.22,-2.48,,,,
8003,-562,-235.97,-184.75,299.69,-2.48,,,,
8004,-589,-235.47,-184.52,299.16,-2.48,,,,
8005,-832,-234.82,-184.57,298.68,-2.48,,,,
8006,-1192,-234.23,-185.06,298.52,-2.47,,,,
8007,-1549,-234.09,-185.92,298.93,-2.47,,,,
8008,-1747,-234.59,-186.69,299.8,-2.47,,,,
8009,-1727,-235.47,-186.9,300.63,-2.47,,,,
8010,-1491,-236.21,-186.5,300.96,-2.47,,,,
8011,-1129,-236.48,-185.81,300.74,-2.48,,,,
8012,-767,-236.33,-185.21,300.26,-2.48,,,,
8013,-562,-235.98,-184.81,299.73,-2.48,,,,
8014,-588,-235.48,-184.58,299.2,-2.48,,,,
8015,-831,-234.83,-184.62,298.72,-2.48,,,,
8016,-1189,-234.25,-185.11,298.56,-2.47,,,,
8017,-1548,-234.1,-185.97,298.97,-2.47,,,,
8018,-1750,-234.6,-186.74,299.85,-2.47,,,,
8019,-1725,-235.48,-186.96,300.67,-2.47,,,,
8020,-1492,-236.22,-186.55,301,-2.47,,,,
8021,-1129,-236.49,-185.86,300.79,-2.48,,,,
8022,-769,-236.34,-185.26,300.3,-2.48,,,,
8023,-563,-235.99,-184.86,299.77,-2.48,,,,
8024,-589,-235.49,-184.63,299.23,-2.48,,,,
8025,-830,-234.84,-184.67,298.76,-2.48,,,,
8026,-1190,-234.26,-185.16,298.6,-2.47,,,,
8027,-1548,-234.11,-186.02,299.01,-2.47,,,,
8028,-1748,-234.61,-186.79,299.88,-2.47,,,,
8029,-1726,-235.49,-187,300.71,-2.47,,,,
8030,-1492,-236.24,-186.6,301.04,-2.47,,,,
8031,-1130,-236.5,-185.91,300.82,-2.48,,,,
8032,-768,-236.36,-185.31,300.34,-2.48,,,,
8033,-562,-236,-184.9,299.81,-2.48,,,,
8034,-590,-235.5,-184.67,299.27,-2.48,,,,
8035,-831,-234.86,-184.72,298.79,-2.48,,,,
8036,-1190,-234.27,-185.21,298.64,-2.47,,,,
8037,-1547,-234.12,-186.06,299.05,-2.47,,,,
8038,-1746,-234.62,-186.83,299.92,-2.47,,,,
8039,-1726,-235.5,-187.05,300.75,-2.47,,,,
8040,-1489,-236.24,-186.64,301.08,-2.47,,,,
8041,-1129,-236.51,-185.95,300.86,-2.48,,,,
8042,-770,-236.36,-185.35,300.37,-2.48,,,,
8043,-562,-236.01,-184.95,299.84,-2.48,,,,
8044,-588,-235.51,-184.72,299.31,-2.48,,,,
8045,-830,-234.86,-184.77,298.83,-2.48,,,,
8046,-1189,-234.28,-185.25,298.67,-2.47,,,,
8047,-1548,-234.13,-186.11,299.09,-2.47,,,,
8048,-1746,-234.63,-186.88,299.96,-2.47,,,,
8049,-1725,-235.51,-187.1,300.79,-2.47,,,,
8050,-1490,-236.25,-186.69,301.11,-2.47,,,,
8051,-1129,-236.52,-186,300.9,-2.48,,,,
8052,-768,-236.37,-185.4,300.41,-2.48,,,,
8053,-563,-236.02,-185,299.88,-2.48,,,,
8054,-590,-235.52,-184.77,299.34,-2.48,,,,
8055,-832,-234.87,-184.81,298.87,-2.47,,,,
8056,-1190,-234.29,-185.3,298.71,-2.47,,,,
8057,-1547,-234.14,-186.16,299.12,-2.47,,,,
8058,-1749,-234.64,-186.93,299.99,-2.47,,,,
8059,-1726,-235.52,-187.15,300.82,-2.47,,,,
8060,-1490,-236.26,-186.74,301.15,-2.47,,,,
8061,-1128,-236.53,-186.05,300.93,-2.48,,,,
8062,-767,-236.38,-185.45,300.45,-2.48,,,,
8063,-564,-236.03,-185.05,299.92,-2.48,,,,
8064,-588,-235.53,-184.82,299.38,-2.48,,,,
8065,-829,-234.88,-184.86,298.9,-2.47,,,,
8066,-1189,-234.3,-185.35,298.75,-2.47,,,,
8067,-1547,-234.15,-186.21,299.16,-2.47,,,,
8068,-1749,-234.65,-186.98,300.03,-2.47,,,,
8069,-1728,-235.53,-187.19,300.86,-2.47,,,,
8070,-1491,-236.28,-186.79,301.19,-2.47,,,,
8071,-1131,-236.54,-186.1,300.97,-2.48,,,,
8072,-769,-236.4,-185.5,300.49,-2.48,,,,
8073,-563,-236.04,-185.09,299.96,-2.48,,,,
8074,-587,-235.54,-184.86,299.42,-2.48,,,,
8075,-830,-234.9,-184.91,298.94,-2.47,,,,
8076,-1189,-234.31,-185.4,298.79,-2.47,,,,
8077,-1544,-234.16,-186.25,299.2,-2.47,,,,
8078,-1744,-234.66,-187.02,300.07,-2.47,,,,
8079,-1725,-235.54,-187.24,300.9,-2.47,,,,
8080,-1491,-236.29,-186.83,301.22,-2.47,,,,
8081,-1129,-236.55,-186.14,301.01,-2.47,,,,
8082,-767,-236.41,-185.54,300.52,-2.48,,,,
8083,-564,-236.05,-185.14,299.99,-2.48,,,,
8084,-590,-235.55,-184.9,299.45,-2.48,,,,
8085,-829,-234.91,-184.95,298.98,-2.47,,,,
8086,-1189,-234.32,-185.44,298.82,-2.47,,,,
8087,-1548,-234.17,-186.29,299.24,-2.47,,,,
8088,-1748,-234.67,-187.06,300.11,-2.47,,,,
8089,-1725,-235.55,-187.28,300.93,-2.47,,,,
8090,-1489,-236.3,-186.88,301.26,-2.47,,,,
8091,-1128,-236.56,-186.18,301.04,-2.47,,,,
8092,-770,-236.41,-185.58,300.55,-2.48,,,,
8093,-562,-236.06,-185.18,300.03,-2.48,,,,
8094,-588,-235.56,-184.95,299.49,-2.48,,,,
8095,-832,-234.91,-185,299.01,-2.47,,,,
8096,-1190,-234.33,-185.49,298.85,-2.47,,,,
8097,-1547,-234.18,-186.34,299.27,-2.47,,,,
8098,-1747,-234.68,-187.11,300.14,-2.47,,,,
8099,-1726,-235.56,-187.33,300.97,-2.47,,,,
8100,-1492,-236.31,-186.92,301.3,-2.47,,,,
8101,-1129,-236.57,-186.23,301.08,-2.47,,,,
8102,-766,-236.42,-185.63,300.59,-2.48,,,,
8103,-563,-236.07,-185.23,300.06,-2.48,,,,
8104,-590,-235.57,-185,299.53,-2.48,,,,
8105,-830,-234.92,-185.04,299.05,-2.47,,,,
8106,-1190,-234.34,-185.53,298.89,-2.47,,,,
8107,-1547,-234.19,-186.39,299.31,-2.47,,,,
8108,-1748,-234.69,-187.16,300.18,-2.47,,,,
8109,-1726,-235.57,-187.38,301,-2.47,,,,
8110,-1490,-236.31,-186.97,301.33,-2.47,,,,
8111,-1129,-236.58,-186.28,301.12,-2.47,,,,
8112,-769,-236.43,-185.68,300.63,-2.48,,,,
8113,-563,-236.08,-185.27,300.1,-2.48,,,,
8114,-589,-235.58,-185.04,299.56,-2.48,,,,
8115,-830,-234.93,-185.09,299.08,-2.47,,,,
8116,-1192,-234.35,-185.58,298.93,-2.47,,,,
8117,-1548,-234.2,-186.43,299.34,-2.47,,,,
8118,-1747,-234.7,-187.2,300.21,-2.47,,,,
8119,-1727,-235.58,-187.42,301.04,-2.47,,,,
8120,-1490,-236.32,-187.02,301.37,-2.47,,,,
8121,-1129,-236.59,-186.32,301.15,-2.47,,,,
8122,-768,-236.44,-185.72,300.66,-2.48,,,,
8123,-561,-236.09,-185.32,300.14,-2.48,,,,
8124,-589,-235.59,-185.09,299.6,-2.48,,,,
8125,-830,-234.94,-185.14,299.12,-2.47,,,,
8126,-1190,-234.36,-185.63,298.96,-2.47,,,,
8127,-1547,-234.21,-186.48,299.38,-2.47,,,,
8128,-1748,-234.71,-187.25,300.25,-2.47,,,,
8129,-1727,-235.59,-187.47,301.08,-2.47,,,,
8130,-1490,-236.33,-187.06,301.41,-2.47,,,,
8131,-1127,-236.6,-186.37,301.19,-2.47,,,,
8132,-768,-236.45,-185.77,300.7,-2.48,,,,
8133,-562,-236.1,-185.37,300.17,-2.48,,,,
8134,-587,-235.6,-185.14,299.64,-2.48,,,,
8135,-830,-234.95,-185.18,299.16,-2.47,,,,
8136,-1190,-234.37,-185.67,299,-2.47,,,,
8137,-1548,-234.22,-186.53,299.42,-2.47,,,,
8138,-1748,-234.72,-187.3,300.29,-2.47,,,,
8139,-1726,-235.6,-187.52,301.12,-2.47,,,,
8140,-1491,-236.34,-187.11,301.44,-2.47,,,,
8141,-1129,-236.61,-186.42,301.23,-2.47,,,,
8142,-767,-236.46,-185.82,300.74,-2.48,,,,
8143,-564,-236.11,-185.42,300.21,-2.48,,,,
8144,-590,-235.61,-185.19,299.67,-2.48,,,,
8145,-832,-234.96,-185.23,299.19,-2.47,,,,
8146,-1192,-234.37,-185.72,299.04,-2.47,,,,
8147,-1545,-234.23,-186.57,299.45,-2.47,,,,
8148,-1747,-234.73,-187.34,300.32,-2.47,,,,
8149,-1726,-235.61,-187.56,301.15,-2.47,,,,
8150,-1488,-236.35,-187.15,301.48,-2.47,,,,
8151,-1128,-236.62,-186.46,301.26,-2.47,,,,
8152,-769,-236.47,-185.86,300.77,-2.48,,,,
8153,-563,-236.11,-185.46,300.24,-2.48,,,,
8154,-590,-235.61,-185.23,299.7,-2.48,,,,
8155,-828,-234.97,-185.27,299.23,-2.47,,,,
8156,-1190,-234.38,-185.76,299.07,-2.47,,,,
8157,-1546,-234.24,-186.62,299.49,-2.47,,,,
8158,-1748,-234.73,-187.39,300.36,-2.47,,,,
8159,-1727,-235.62,-187.61,301.18,-2.47,,,,
8160,-1490,-236.36,-187.2,301.51,-2.47,,,,
8161,-1129,-236.63,-186.51,301.29,-2.47,,,,
8162,-769,-236.48,-185.91,300.81,-2.48,,,,
8163,-562,-236.12,-185.5,300.28,-2.48,,,,
8164,-589,-235.62,-185.27,299.74,-2.48,,,,
8165,-831,-234.98,-185.32,299.26,-2.47,,,,
8166,-1191,-234.39,-185.81,299.11,-2.47,,,,
8167,-1547,-234.24,-186.66,299.52,-2.47,,,,
8168,-1748,-234.74,-187.43,300.39,-2.47,,,,
8169,-1727,-235.63,-187.65,301.22,-2.47,,,,
8170,-1492,-236.37,-187.24,301.55,-2.47,,,,
8171,-1128,-236.64,-186.55,301.33,-2.47,,,,
8172,-768,-236.49,-185.95,300.84,-2.48,,,,
8173,-564,-236.13,-185.55,300.31,-2.48,,,,
8174,-589,-235.63,-185.32,299.78,-2.48,,,,
8175,-831,-234.99,-185.36,299.3,-2.47,,,,
8176,-1190,-234.4,-185.85,299.14,-2.47,,,,
8177,-1548,-234.25,-186.71,299.56,-2.47,,,,
8178,-1750,-234.75,-187.48,300.43,-2.47,,,,
8179,-1726,-235.64,-187.7,301.26,-2.47,,,,
8180,-1489,-236.38,-187.29,301.58,-2.47,,,,
8181,-1128,-236.65,-186.6,301.36,-2.47,,,,
8182,-768,-236.5,-186,300.88,-2.48,,,,
8183,-563,-236.14,-185.6,300.35,-2.48,,,,
8184,-589,-235.64,-185.37,299.81,-2.48,,,,
8185,-831,-235,-185.41,299.33,-2.47,,,,
8186,-1190,-234.41,-185.9,299.18,-2.47,,,,
8187,-1546,-234.26,-186.75,299.59,-2.47,,,,
8188,-1749,-234.76,-187.52,300.46,-2.47,,,,
8189,-1727,-235.65,-187.74,301.29,-2.47,,,,
8190,-1490,-236.39,-187.33,301.62,-2.47,,,,
8191,-1128,-236.66,-186.64,301.4,-2.47,,,,
8192,-768,-236.51,-186.04,300.91,-2.48,,,,
8193,-562,-236.15,-185.64,300.38,-2.48,,,,
8194,-590,-235.65,-185.41,299.85,-2.47,,,,
8195,-830,-235.01,-185.45,299.37,-2.47,,,,
8196,-1190,-234.42,-185.94,299.21,-2.47,,,,
8197,-1546,-234.27,-186.8,299.63,-2.47,,,,
8198,-1747,-234.77,-187.57,300.5,-2.47,,,,
8199,-1726,-235.65,-187.78,301.32,-2.47,,,,
8200,-1490,-236.4,-187.38,301.65,-2.47,,,,
8201,-1126,-236.66,-186.69,301.43,-2.47,,,,
8202,-768,-236.51,-186.09,300.94,-2.47,,,,
8203,-562,-236.16,-185.69,300.42,-2.48,,,,
8204,-589,-235.66,-185.45,299.88,-2.47,,,,
8205,-830,-235.01,-185.5,299.4,-2.47,,,,
8206,-1190,-234.43,-185.99,299.24,-2.47,,,,
8207,-1548,-234.28,-186.84,299.66,-2.47,,,,
8208,-1747,-234.78,-187.61,300.53,-2.47,,,,
8209,-1725,-235.66,-187.83,301.36,-2.47,,,,
8210,-1490,-236.4,-187.42,301.68,-2.47,,,,
8211,-1128,-236.67,-186.73,301.47,-2.47,,,,
8212,-767,-236.52,-186.13,300.98,-2.47,,,,
8213,-563,-236.17,-185.73,300.45,-2.48,,,,
8214,-588,-235.67,-185.5,299.91,-2.47,,,,
8215,-832,-235.02,-185.54,299.44,-2.47,,,,
8216,-1190,-234.43,-186.03,299.28,-2.47,,,,
8217,-1546,-234.29,-186.89,299.69,-2.47,,,,
8218,-1749,-234.79,-187.66,300.57,-2.47,,,,
8219,-1726,-235.67,-187.87,301.39,-2.47,,,,
8220,-1490,-236.41,-187.47,301.72,-2.47,,,,
8221,-1129,-236.68,-186.78,301.5,-2.47,,,,
8222,-767,-236.53,-186.18,301.01,-2.47,,,,
8223,-564,-236.17,-185.77,300.48,-2.48,,,,
8224,-590,-235.67,-185.54,299.95,-2.47,,,,
8225,-830,-235.03,-185.59,299.47,-2.47,,,,
8226,-1191,-234.44,-186.08,299.31,-2.47,,,,
8227,-1545,-234.3,-186.93,299.73,-2.47,,,,
8228,-1747,-234.79,-187.7,300.6,-2.47,,,,
8229,-1725,-235.68,-187.92,301.42,-2.47,,,,
8230,-1490,-236.42,-187.51,301.75,-2.47,,,,
8231,-1130,-236.69,-186.82,301.53,-2.47,,,,
8232,-768,-236.54,-186.22,301.04,-2.47,,,,
8233,-562,-236.18,-185.81,300.51,-2.47,,,,
8234,-589,-235.68,-185.58,299.98,-2.47,,,,
8235,-832,-235.04,-185.63,299.5,-2.47,,,,
8236,-1192,-234.45,-186.12,299.34,-2.47,,,,
8237,-1544,-234.3,-186.97,299.76,-2.47,,,,
8238,-1747,-234.8,-187.74,300.63,-2.47,,,,
8239,-1728,-235.68,-187.96,301.46,-2.47,,,,
8240,-1490,-236.43,-187.55,301.78,-2.47,,,,
8241,-1127,-236.69,-186.86,301.56,-2.47,,,,
8242,-768,-236.55,-186.26,301.08,-2.47,,,,
8243,-562,-236.19,-185.86,300.55,-2.47,,,,
8244,-589,-235.69,-185.63,300.01,-2.47,,,,
8245,-830,-235.05,-185.67,299.53,-2.47,,,,
8246,-1189,-234.46,-186.16,299.38,-2.47,,,,
8247,-1546,-234.31,-187.01,299.79,-2.47,,,,
8248,-1748,-234.81,-187.78,300.66,-2.47,,,,
8249,-1726,-235.69,-188,301.49,-2.47,,,,
8250,-1491,-236.44,-187.59,301.82,-2.47,,,,
8251,-1128,-236.7,-186.9,301.6,-2.47,,,,
8252,-769,-236.56,-186.3,301.11,-2.47,,,,
8253,-564,-236.2,-185.9,300.58,-2.47,,,,
8254,-589,-235.7,-185.67,300.04,-2.47,,,,
8255,-833,-235.05,-185.71,299.56,-2.47,,,,
8256,-1191,-234.47,-186.2,299.41,-2.47,,,,
8257,-1545,-234.32,-187.05,299.82,-2.47,,,,
8258,-1748,-234.82,-187.82,300.69,-2.47,,,,
8259,-1726,-235.7,-188.04,301.52,-2.47,,,,
8260,-1492,-236.44,-187.63,301.85,-2.47,,,,
8261,-1128,-236.71,-186.94,301.63,-2.47,,,,
8262,-767,-236.56,-186.34,301.14,-2.47,,,,
8263,-563,-236.21,-185.94,300.61,-2.47,,,,
8264,-590,-235.71,-185.71,300.07,-2.47,,,,
8265,-830,-235.06,-185.75,299.6,-2.47,,,,
8266,-1190,-234.47,-186.24,299.44,-2.47,,,,
8267,-1545,-234.33,-187.1,299.86,-2.47,,,,
8268,-1750,-234.83,-187.87,300.73,-2.47,,,,
8269,-1727,-235.71,-188.08,301.55,-2.47,,,,
8270,-1490,-236.45,-187.68,301.88,-2.47,,,,
8271,-1130,-236.72,-186.98,301.66,-2.47,,,,
8272,-768,-236.57,-186.38,301.17,-2.47,,,,
8273,-564,-236.22,-185.98,300.64,-2.47,,,,
8274,-590,-235.71,-185.75,300.11,-2.47,,,,
8275,-831,-235.07,-185.79,299.63,-2.47,,,,
8276,-1192,-234.48,-186.28,299.47,-2.47,,,,
8277,-1546,-234.34,-187.14,299.89,-2.47,,,,
8278,-1748,-234.83,-187.91,300.76,-2.47,,,,
8279,-1728,-235.72,-188.13,301.59,-2.47,,,,
8280,-1491,-236.46,-187.72,301.91,-2.47,,,,
8281,-1129,-236.73,-187.03,301.69,-2.47,,,,
8282,-768,-236.58,-186.43,301.21,-2.47,,,,
8283,-563,-236.22,-186.02,300.68,-2.47,,,,
8284,-590,-235.72,-185.79,300.14,-2.47,,,,
8285,-833,-235.08,-185.84,299.66,-2.47,,,,
8286,-1190,-234.49,-186.32,299.5,-2.47,,,,
8287,-1548,-234.34,-187.18,299.92,-2.47,,,,
8288,-1750,-234.84,-187.95,300.79,-2.47,,,,
8289,-1728,-235.73,-188.17,301.62,-2.47,,,,
8290,-1490,-236.47,-187.76,301.95,-2.47,,,,
8291,-1128,-236.74,-187.07,301.73,-2.47,,,,
8292,-770,-236.59,-186.47,301.24,-2.47,,,,
8293,-565,-236.23,-186.06,300.71,-2.47,,,,
8294,-589,-235.73,-185.83,300.17,-2.47,,,,
8295,-833,-235.09,-185.88,299.69,-2.47,,,,
8296,-1192,-234.5,-186.37,299.54,-2.47,,,,
8297,-1546,-234.35,-187.22,299.95,-2.47,,,,
8298,-1749,-234.85,-187.99,300.82,-2.47,,,,
8299,-1726,-235.73,-188.21,301.65,-2.47,,,,
8300,-1492,-236.48,-187.8,301.98,-2.47,,,,
8301,-1128,-236.74,-187.11,301.76,-2.47,,,,
8302,-768,-236.6,-186.51,301.27,-2.47,,,,
8303,-564,-236.24,-186.11,300.74,-2.47,,,,
8304,-591,-235.74,-185.88,300.2,-2.47,,,,
8305,-833,-235.09,-185.92,299.72,-2.47,,,,
8306,-1192,-234.5,-186.41,299.57,-2.47,,,,
8307,-1546,-234.36,-187.26,299.98,-2.47,,,,
