Samp,Signal,I,Q,R,Phi,,,,
8308,-1750,-234.86,-188.03,300.86,-2.47,,,,
8309,-1728,-235.74,-188.25,301.68,-2.47,,,,
8310,-1489,-236.48,-187.84,302.01,-2.47,,,,
8311,-1129,-236.75,-187.15,301.79,-2.47,,,,
8312,-770,-236.6,-186.55,301.3,-2.47,,,,
8313,-565,-236.24,-186.15,300.77,-2.47,,,,
8314,-590,-235.74,-185.92,300.23,-2.47,,,,
8315,-831,-235.1,-185.96,299.75,-2.47,,,,
8316,-1193,-234.51,-186.45,299.6,-2.47,,,,
8317,-1547,-234.36,-187.3,300.02,-2.47,,,,
8318,-1748,-234.86,-188.08,300.89,-2.47,,,,
8319,-1727,-235.75,-188.29,301.71,-2.47,,,,
8320,-1490,-236.49,-187.88,302.04,-2.47,,,,
8321,-1130,-236.76,-187.19,301.82,-2.47,,,,
8322,-769,-236.61,-186.59,301.33,-2.47,,,,
8323,-564,-236.25,-186.19,300.8,-2.47,,,,
8324,-590,-235.75,-185.96,300.26,-2.47,,,,
8325,-833,-235.1,-186,299.78,-2.47,,,,
8326,-1191,-234.52,-186.49,299.63,-2.47,,,,
8327,-1546,-234.37,-187.34,300.04,-2.47,,,,
8328,-1748,-234.87,-188.11,300.91,-2.47,,,,
8329,-1728,-235.75,-188.33,301.74,-2.47,,,,
8330,-1492,-236.5,-187.92,302.07,-2.47,,,,
8331,-1129,-236.76,-187.23,301.85,-2.47,,,,
8332,-769,-236.62,-186.63,301.36,-2.47,,,,
8333,-564,-236.26,-186.23,300.83,-2.47,,,,
8334,-589,-235.76,-186,300.29,-2.47,,,,
8335,-832,-235.11,-186.04,299.82,-2.47,,,,
8336,-1191,-234.53,-186.53,299.66,-2.47,,,,
8337,-1546,-234.38,-187.38,300.08,-2.47,,,,
8338,-1749,-234.88,-188.15,300.95,-2.47,,,,
8339,-1726,-235.76,-188.37,301.77,-2.47,,,,
8340,-1491,-236.5,-187.96,302.1,-2.47,,,,
8341,-1129,-236.77,-187.27,301.88,-2.47,,,,
8342,-770,-236.62,-186.67,301.39,-2.47,,,,
8343,-565,-236.27,-186.27,300.86,-2.47,,,,
8344,-591,-235.76,-186.03,300.32,-2.47,,,,
8345,-831,-235.12,-186.08,299.84,-2.47,,,,
8346,-1194,-234.53,-186.57,299.69,-2.47,,,,
8347,-1545,-234.38,-187.42,300.1,-2.47,,,,
8348,-1748,-234.88,-188.19,300.97,-2.47,,,,
8349,-1727,-235.77,-188.41,301.8,-2.47,,,,
8350,-1490,-236.51,-188,302.13,-2.47,,,,
8351,-1128,-236.78,-187.31,301.91,-2.47,,,,
8352,-768,-236.63,-186.71,301.42,-2.47,,,,
8353,-564,-236.27,-186.31,300.89,-2.47,,,,
8354,-590,-235.77,-186.07,300.35,-2.47,,,,
8355,-832,-235.12,-186.12,299.87,-2.47,,,,
8356,-1192,-234.54,-186.61,299.72,-2.47,,,,
8357,-1547,-234.39,-187.46,300.13,-2.47,,,,
8358,-1750,-234.89,-188.23,301.01,-2.47,,,,
8359,-1729,-235.77,-188.45,301.83,-2.47,,,,
8360,-1491,-236.52,-188.04,302.16,-2.47,,,,
8361,-1129,-236.78,-187.35,301.94,-2.47,,,,
8362,-770,-236.64,-186.75,301.45,-2.47,,,,
8363,-564,-236.28,-186.35,300.92,-2.47,,,,
8364,-590,-235.78,-186.11,300.38,-2.47,,,,
8365,-833,-235.13,-186.16,299.9,-2.47,,,,
8366,-1193,-234.54,-186.65,299.75,-2.47,,,,
8367,-1546,-234.4,-187.5,300.17,-2.47,,,,
8368,-1748,-234.9,-188.27,301.04,-2.47,,,,
8369,-1727,-235.78,-188.49,301.86,-2.47,,,,
8370,-1491,-236.52,-188.08,302.19,-2.47,,,,
8371,-1128,-236.79,-187.39,301.97,-2.47,,,,
8372,-768,-236.64,-186.79,301.48,-2.47,,,,
8373,-564,-236.28,-186.39,300.95,-2.47,,,,
8374,-591,-235.78,-186.15,300.41,-2.47,,,,
8375,-833,-235.14,-186.2,299.93,-2.47,,,,
8376,-1191,-234.55,-186.69,299.78,-2.47,,,,
8377,-1545,-234.4,-187.54,300.19,-2.47,,,,
8378,-1751,-234.9,-188.31,301.07,-2.47,,,,
8379,-1726,-235.79,-188.53,301.89,-2.47,,,,
8380,-1487,-236.53,-188.12,302.22,-2.47,,,,
8381,-1120,-236.79,-187.43,302,-2.47,,,,
8382,-758,-236.64,-186.84,301.51,-2.47,,,,
8383,-566,-236.28,-186.44,300.98,-2.47,,,,
8384,-593,-235.78,-186.2,300.44,-2.47,,,,
8385,-825,-235.14,-186.25,299.96,-2.47,,,,
8386,-1194,-234.55,-186.74,299.81,-2.47,,,,
8387,-1548,-234.4,-187.59,300.23,-2.47,,,,
8388,-1748,-234.9,-188.36,301.1,-2.47,,,,
8389,-1729,-235.79,-188.58,301.92,-2.47,,,,
8390,-1494,-236.53,-188.17,302.25,-2.47,,,,
8391,-1139,-236.8,-187.47,302.03,-2.47,,,,
8392,-783,-236.66,-186.86,301.54,-2.47,,,,
8393,-572,-236.3,-186.46,301,-2.47,,,,
8394,-603,-235.79,-186.22,300.46,-2.47,,,,
8395,-847,-235.13,-186.27,299.97,-2.47,,,,
8396,-1203,-234.54,-186.76,299.82,-2.47,,,,
8397,-1555,-234.39,-187.62,300.24,-2.47,,,,
8398,-1756,-234.9,-188.4,301.11,-2.47,,,,
8399,-1734,-235.78,-188.62,301.94,-2.47,,,,
8400,-1494,-236.53,-188.21,302.27,-2.47,,,,
8401,-1129,-236.8,-187.52,302.05,-2.47,,,,
8402,-769,-236.65,-186.91,301.56,-2.47,,,,
8403,-564,-236.29,-186.51,301.03,-2.47,,,,
8404,-590,-235.79,-186.28,300.49,-2.47,,,,
8405,-831,-235.15,-186.32,300.02,-2.47,,,,
8406,-1192,-234.56,-186.81,299.86,-2.47,,,,
8407,-1548,-234.41,-187.67,300.28,-2.47,,,,
8408,-1750,-234.91,-188.44,301.15,-2.47,,,,
8409,-1726,-235.79,-188.65,301.98,-2.47,,,,
8410,-1492,-236.54,-188.25,302.3,-2.47,,,,
8411,-1129,-236.8,-187.55,302.08,-2.47,,,,
8412,-770,-236.66,-186.95,301.59,-2.47,,,,
8413,-564,-236.3,-186.55,301.06,-2.47,,,,
8414,-590,-235.8,-186.32,300.52,-2.47,,,,
8415,-834,-235.15,-186.36,300.05,-2.47,,,,
8416,-1193,-234.56,-186.85,299.89,-2.47,,,,
8417,-1544,-234.42,-187.7,300.31,-2.47,,,,
8418,-1749,-234.91,-188.47,301.18,-2.47,,,,
8419,-1727,-235.8,-188.69,302,-2.47,,,,
8420,-1489,-236.54,-188.28,302.33,-2.47,,,,
8421,-1128,-236.81,-187.59,302.11,-2.47,,,,
8422,-767,-236.66,-186.99,301.62,-2.47,,,,
8423,-564,-236.3,-186.59,301.09,-2.47,,,,
8424,-591,-235.8,-186.36,300.55,-2.47,,,,
8425,-832,-235.16,-186.4,300.07,-2.47,,,,
8426,-1191,-234.57,-186.89,299.92,-2.47,,,,
8427,-1546,-234.42,-187.74,300.33,-2.47,,,,
8428,-1749,-234.92,-188.51,301.21,-2.47,,,,
8429,-1728,-235.8,-188.73,302.03,-2.47,,,,
8430,-1490,-236.55,-188.32,302.36,-2.47,,,,
8431,-1129,-236.81,-187.63,302.14,-2.47,,,,
8432,-769,-236.67,-187.03,301.65,-2.47,,,,
8433,-564,-236.31,-186.63,301.12,-2.47,,,,
8434,-591,-235.81,-186.39,300.58,-2.47,,,,
8435,-831,-235.16,-186.44,300.1,-2.47,,,,
8436,-1193,-234.57,-186.93,299.95,-2.47,,,,
8437,-1544,-234.43,-187.78,300.36,-2.47,,,,
8438,-1747,-234.93,-188.55,301.23,-2.47,,,,
8439,-1727,-235.81,-188.77,302.06,-2.47,,,,
8440,-1490,-236.55,-188.36,302.38,-2.47,,,,
8441,-1128,-236.82,-187.67,302.16,-2.47,,,,
8442,-767,-236.67,-187.07,301.67,-2.47,,,,
8443,-564,-236.31,-186.66,301.14,-2.47,,,,
8444,-591,-235.81,-186.43,300.61,-2.47,,,,
8445,-833,-235.17,-186.48,300.13,-2.47,,,,
8446,-1192,-234.58,-186.96,299.97,-2.47,,,,
8447,-1546,-234.43,-187.82,300.39,-2.47,,,,
8448,-1748,-234.93,-188.59,301.26,-2.47,,,,
8449,-1727,-235.81,-188.8,302.09,-2.47,,,,
8450,-1490,-236.56,-188.4,302.41,-2.47,,,,
8451,-1128,-236.82,-187.71,302.19,-2.47,,,,
8452,-770,-236.67,-187.1,301.7,-2.47,,,,
8453,-564,-236.32,-186.7,301.17,-2.47,,,,
8454,-589,-235.82,-186.47,300.63,-2.47,,,,
8455,-833,-235.17,-186.51,300.15,-2.47,,,,
8456,-1192,-234.58,-187,300,-2.47,,,,
8457,-1546,-234.44,-187.86,300.42,-2.47,,,,
8458,-1748,-234.94,-188.63,301.29,-2.47,,,,
8459,-1727,-235.82,-188.84,302.11,-2.47,,,,
8460,-1492,-236.56,-188.43,302.44,-2.47,,,,
8461,-1129,-236.83,-187.74,302.22,-2.47,,,,
8462,-769,-236.68,-187.14,301.73,-2.47,,,,
8463,-564,-236.32,-186.74,301.2,-2.47,,,,
8464,-592,-235.82,-186.5,300.66,-2.47,,,,
8465,-834,-235.18,-186.55,300.18,-2.47,,,,
8466,-1193,-234.59,-187.04,300.02,-2.47,,,,
8467,-1546,-234.44,-187.89,300.44,-2.47,,,,
8468,-1749,-234.94,-188.66,301.31,-2.47,,,,
8469,-1728,-235.82,-188.88,302.14,-2.47,,,,
8470,-1490,-236.57,-188.47,302.46,-2.47,,,,
8471,-1128,-236.83,-187.78,302.24,-2.47,,,,
8472,-768,-236.69,-187.18,301.75,-2.47,,,,
8473,-564,-236.33,-186.77,301.22,-2.47,,,,
8474,-590,-235.83,-186.54,300.69,-2.47,,,,
8475,-833,-235.18,-186.59,300.21,-2.47,,,,
8476,-1192,-234.59,-187.08,300.05,-2.47,,,,
8477,-1546,-234.45,-187.93,300.47,-2.47,,,,
8478,-1748,-234.94,-188.7,301.34,-2.46,,,,
8479,-1727,-235.83,-188.92,302.17,-2.47,,,,
8480,-1490,-236.57,-188.51,302.49,-2.47,,,,
8481,-1128,-236.84,-187.82,302.27,-2.47,,,,
8482,-769,-236.69,-187.22,301.78,-2.47,,,,
8483,-563,-236.33,-186.81,301.25,-2.47,,,,
8484,-592,-235.83,-186.58,300.71,-2.47,,,,
8485,-832,-235.19,-186.62,300.24,-2.47,,,,
8486,-1194,-234.6,-187.11,300.08,-2.47,,,,
8487,-1546,-234.45,-187.97,300.5,-2.47,,,,
8488,-1749,-234.95,-188.74,301.37,-2.46,,,,
8489,-1726,-235.83,-188.95,302.19,-2.47,,,,
8490,-1492,-236.58,-188.55,302.52,-2.47,,,,
8491,-1127,-236.84,-187.85,302.3,-2.47,,,,
8492,-767,-236.69,-187.26,301.81,-2.47,,,,
8493,-564,-236.34,-186.85,301.28,-2.47,,,,
8494,-589,-235.84,-186.62,300.74,-2.47,,,,
8495,-831,-235.19,-186.66,300.26,-2.47,,,,
8496,-1192,-234.6,-187.15,300.11,-2.47,,,,
8497,-1546,-234.46,-188.01,300.53,-2.47,,,,
8498,-1749,-234.96,-188.78,301.4,-2.46,,,,
8499,-1726,-235.84,-188.99,302.22,-2.47,,,,
8500,-1491,-236.58,-188.58,302.55,-2.47,,,,
8501,-1129,-236.85,-187.89,302.33,-2.47,,,,
8502,-767,-236.7,-187.29,301.84,-2.47,,,,
8503,-565,-236.34,-186.89,301.31,-2.47,,,,
8504,-589,-235.84,-186.66,300.77,-2.47,,,,
8505,-832,-235.2,-186.7,300.29,-2.47,,,,
8506,-1193,-234.61,-187.19,300.14,-2.47,,,,
8507,-1546,-234.46,-188.04,300.55,-2.47,,,,
8508,-1748,-234.96,-188.81,301.43,-2.46,,,,
8509,-1727,-235.85,-189.03,302.25,-2.47,,,,
8510,-1490,-236.59,-188.62,302.58,-2.47,,,,
8511,-1128,-236.86,-187.93,302.35,-2.47,,,,
8512,-768,-236.71,-187.33,301.86,-2.47,,,,
8513,-565,-236.35,-186.92,301.33,-2.47,,,,
8514,-593,-235.85,-186.69,300.79,-2.47,,,,
8515,-832,-235.2,-186.74,300.32,-2.47,,,,
8516,-1192,-234.61,-187.22,300.16,-2.47,,,,
8517,-1547,-234.47,-188.08,300.58,-2.47,,,,
8518,-1750,-234.97,-188.85,301.45,-2.46,,,,
8519,-1728,-235.85,-189.07,302.28,-2.47,,,,
8520,-1490,-236.59,-188.66,302.6,-2.47,,,,
8521,-1129,-236.86,-187.97,302.38,-2.47,,,,
8522,-769,-236.71,-187.36,301.89,-2.47,,,,
8523,-564,-236.35,-186.96,301.36,-2.47,,,,
8524,-589,-235.85,-186.73,300.82,-2.47,,,,
8525,-833,-235.21,-186.77,300.35,-2.47,,,,
8526,-1193,-234.62,-187.26,300.19,-2.47,,,,
8527,-1544,-234.47,-188.11,300.61,-2.47,,,,
8528,-1747,-234.97,-188.88,301.48,-2.46,,,,
8529,-1727,-235.86,-189.1,302.3,-2.47,,,,
8530,-1491,-236.6,-188.69,302.63,-2.47,,,,
8531,-1127,-236.86,-188,302.41,-2.47,,,,
8532,-767,-236.72,-187.4,301.92,-2.47,,,,
8533,-563,-236.36,-187,301.39,-2.47,,,,
8534,-589,-235.86,-186.77,300.85,-2.47,,,,
8535,-833,-235.21,-186.81,300.37,-2.47,,,,
8536,-1191,-234.63,-187.3,300.22,-2.47,,,,
8537,-1546,-234.48,-188.15,300.63,-2.47,,,,
8538,-1750,-234.98,-188.92,301.51,-2.46,,,,
8539,-1726,-235.86,-189.14,302.33,-2.47,,,,
8540,-1490,-236.6,-188.73,302.66,-2.47,,,,
8541,-1129,-236.87,-188.04,302.43,-2.47,,,,
8542,-768,-236.72,-187.44,301.94,-2.47,,,,
8543,-564,-236.37,-187.03,301.41,-2.47,,,,
8544,-591,-235.86,-186.8,300.88,-2.47,,,,
8545,-832,-235.22,-186.85,300.4,-2.47,,,,
8546,-1192,-234.63,-187.33,300.24,-2.47,,,,
8547,-1544,-234.48,-188.19,300.66,-2.47,,,,
8548,-1748,-234.98,-188.96,301.53,-2.46,,,,
8549,-1726,-235.87,-189.17,302.36,-2.47,,,,
8550,-1490,-236.61,-188.76,302.68,-2.47,,,,
8551,-1128,-236.88,-188.07,302.46,-2.47,,,,
8552,-768,-236.73,-187.47,301.97,-2.47,,,,
8553,-563,-236.37,-187.07,301.44,-2.47,,,,
8554,-591,-235.87,-186.84,300.9,-2.47,,,,
8555,-831,-235.22,-186.88,300.42,-2.47,,,,
8556,-1191,-234.64,-187.37,300.27,-2.47,,,,
8557,-1546,-234.49,-188.22,300.69,-2.47,,,,
8558,-1749,-234.99,-188.99,301.56,-2.46,,,,
8559,-1728,-235.87,-189.21,302.38,-2.47,,,,
8560,-1490,-236.61,-188.8,302.71,-2.47,,,,
8561,-1127,-236.88,-188.11,302.49,-2.47,,,,
8562,-768,-236.73,-187.51,302,-2.47,,,,
8563,-563,-236.38,-187.1,301.47,-2.47,,,,
8564,-591,-235.87,-186.87,300.93,-2.47,,,,
8565,-831,-235.23,-186.92,300.45,-2.47,,,,
8566,-1192,-234.64,-187.4,300.3,-2.47,,,,
8567,-1548,-234.5,-188.26,300.71,-2.47,,,,
8568,-1747,-234.99,-189.03,301.58,-2.46,,,,
8569,-1726,-235.88,-189.24,302.41,-2.47,,,,
8570,-1491,-236.62,-188.84,302.73,-2.47,,,,
8571,-1128,-236.89,-188.14,302.51,-2.47,,,,
8572,-768,-236.74,-187.54,302.02,-2.47,,,,
8573,-563,-236.38,-187.14,301.49,-2.47,,,,
8574,-590,-235.88,-186.91,300.96,-2.47,,,,
8575,-833,-235.23,-186.95,300.48,-2.47,,,,
8576,-1192,-234.65,-187.44,300.32,-2.47,,,,
8577,-1546,-234.5,-188.29,300.74,-2.47,,,,
8578,-1749,-235,-189.06,301.61,-2.46,,,,
8579,-1725,-235.88,-189.28,302.43,-2.47,,,,
8580,-1489,-236.62,-188.87,302.76,-2.47,,,,
8581,-1126,-236.89,-188.18,302.54,-2.47,,,,
8582,-767,-236.74,-187.58,302.05,-2.47,,,,
8583,-564,-236.38,-187.18,301.52,-2.47,,,,
8584,-590,-235.88,-186.94,300.98,-2.47,,,,
8585,-832,-235.24,-186.99,300.5,-2.47,,,,
8586,-1193,-234.65,-187.48,300.35,-2.47,,,,
8587,-1547,-234.5,-188.33,300.77,-2.46,,,,
8588,-1749,-235,-189.1,301.64,-2.46,,,,
8589,-1726,-235.88,-189.32,302.46,-2.47,,,,
8590,-1489,-236.63,-188.91,302.78,-2.47,,,,
8591,-1129,-236.89,-188.22,302.56,-2.47,,,,
8592,-768,-236.74,-187.62,302.07,-2.47,,,,
8593,-563,-236.39,-187.21,301.54,-2.47,,,,
8594,-591,-235.89,-186.98,301.01,-2.47,,,,
8595,-831,-235.24,-187.02,300.53,-2.47,,,,
8596,-1193,-234.65,-187.51,300.37,-2.47,,,,
8597,-1545,-234.51,-188.37,300.79,-2.46,,,,
8598,-1747,-235,-189.14,301.66,-2.46,,,,
8599,-1726,-235.89,-189.35,302.48,-2.47,,,,
8600,-1489,-236.63,-188.94,302.81,-2.47,,,,
8601,-1127,-236.9,-188.25,302.59,-2.47,,,,
8602,-765,-236.75,-187.65,302.1,-2.47,,,,
8603,-561,-236.39,-187.25,301.57,-2.47,,,,
8604,-589,-235.89,-187.02,301.03,-2.47,,,,
8605,-831,-235.25,-187.06,300.56,-2.47,,,,
8606,-1192,-234.66,-187.55,300.4,-2.47,,,,
8607,-1547,-234.51,-188.4,300.82,-2.46,,,,
8608,-1749,-235.01,-189.17,301.69,-2.46,,,,
8609,-1725,-235.89,-189.39,302.51,-2.47,,,,
8610,-1490,-236.64,-188.98,302.84,-2.47,,,,
8611,-1127,-236.9,-188.29,302.62,-2.47,,,,
8612,-767,-236.75,-187.69,302.13,-2.47,,,,
8613,-562,-236.4,-187.29,301.6,-2.47,,,,
8614,-588,-235.9,-187.06,301.06,-2.47,,,,
8615,-832,-235.25,-187.1,300.58,-2.47,,,,
8616,-1193,-234.66,-187.59,300.43,-2.47,,,,
8617,-1545,-234.52,-188.44,300.85,-2.46,,,,
8618,-1748,-235.02,-189.21,301.72,-2.46,,,,
8619,-1726,-235.9,-189.43,302.54,-2.47,,,,
8620,-1491,-236.64,-189.02,302.86,-2.47,,,,
8621,-1126,-236.91,-188.33,302.64,-2.47,,,,
8622,-765,-236.76,-187.73,302.15,-2.47,,,,
8623,-563,-236.4,-187.32,301.62,-2.47,,,,
8624,-590,-235.9,-187.09,301.09,-2.47,,,,
8625,-831,-235.26,-187.14,300.61,-2.47,,,,
8626,-1192,-234.67,-187.62,300.45,-2.47,,,,
8627,-1547,-234.52,-188.48,300.87,-2.46,,,,
8628,-1748,-235.02,-189.25,301.74,-2.46,,,,
8629,-1728,-235.91,-189.46,302.57,-2.46,,,,
8630,-1488,-236.65,-189.06,302.89,-2.47,,,,
8631,-1128,-236.91,-188.36,302.67,-2.47,,,,
8632,-767,-236.76,-187.76,302.18,-2.47,,,,
8633,-562,-236.41,-187.36,301.65,-2.47,,,,
8634,-589,-235.91,-187.13,301.11,-2.47,,,,
8635,-832,-235.26,-187.17,300.64,-2.47,,,,
8636,-1192,-234.68,-187.66,300.48,-2.47,,,,
8637,-1547,-234.53,-188.52,300.9,-2.46,,,,
8638,-1749,-235.03,-189.29,301.77,-2.46,,,,
8639,-1727,-235.91,-189.5,302.6,-2.46,,,,
8640,-1490,-236.65,-189.09,302.92,-2.47,,,,
8641,-1129,-236.92,-188.4,302.7,-2.47,,,,
8642,-768,-236.77,-187.8,302.21,-2.47,,,,
8643,-562,-236.42,-187.4,301.68,-2.47,,,,
8644,-590,-235.91,-187.16,301.14,-2.47,,,,
8645,-835,-235.27,-187.21,300.66,-2.47,,,,
8646,-1191,-234.68,-187.7,300.51,-2.47,,,,
8647,-1547,-234.53,-188.55,300.93,-2.46,,,,
8648,-1749,-235.03,-189.32,301.8,-2.46,,,,
8649,-1727,-235.92,-189.54,302.62,-2.46,,,,
8650,-1490,-236.66,-189.13,302.95,-2.47,,,,
8651,-1127,-236.92,-188.44,302.72,-2.47,,,,
8652,-766,-236.78,-187.84,302.23,-2.47,,,,
8653,-562,-236.42,-187.43,301.7,-2.47,,,,
8654,-587,-235.92,-187.2,301.17,-2.47,,,,
8655,-831,-235.28,-187.25,300.69,-2.47,,,,
8656,-1192,-234.69,-187.73,300.54,-2.47,,,,
8657,-1547,-234.54,-188.59,300.96,-2.46,,,,
8658,-1748,-235.04,-189.36,301.83,-2.46,,,,
8659,-1724,-235.92,-189.57,302.65,-2.46,,,,
8660,-1491,-236.66,-189.16,302.97,-2.47,,,,
8661,-1127,-236.93,-188.47,302.75,-2.47,,,,
8662,-766,-236.78,-187.87,302.26,-2.47,,,,
8663,-562,-236.43,-187.47,301.73,-2.47,,,,
8664,-589,-235.93,-187.24,301.2,-2.47,,,,
8665,-832,-235.28,-187.28,300.72,-2.47,,,,
8666,-1193,-234.69,-187.77,300.56,-2.47,,,,
8667,-1545,-234.54,-188.62,300.98,-2.46,,,,
8668,-1748,-235.04,-189.39,301.85,-2.46,,,,
8669,-1726,-235.93,-189.61,302.68,-2.46,,,,
8670,-1489,-236.67,-189.2,303,-2.47,,,,
8671,-1127,-236.94,-188.51,302.78,-2.47,,,,
8672,-766,-236.79,-187.91,302.29,-2.47,,,,
8673,-563,-236.43,-187.51,301.76,-2.47,,,,
8674,-589,-235.93,-187.27,301.22,-2.47,,,,
8675,-830,-235.29,-187.32,300.74,-2.47,,,,
8676,-1192,-234.7,-187.8,300.59,-2.47,,,,
8677,-1547,-234.55,-188.66,301.01,-2.46,,,,
8678,-1748,-235.05,-189.43,301.88,-2.46,,,,
8679,-1726,-235.93,-189.64,302.7,-2.46,,,,
8680,-1487,-236.67,-189.24,303.02,-2.47,,,,
8681,-1125,-236.94,-188.55,302.8,-2.47,,,,
8682,-767,-236.79,-187.95,302.31,-2.47,,,,
8683,-562,-236.43,-187.54,301.78,-2.47,,,,
8684,-589,-235.93,-187.31,301.25,-2.47,,,,
8685,-833,-235.29,-187.35,300.77,-2.47,,,,
8686,-1190,-234.7,-187.84,300.61,-2.47,,,,
8687,-1546,-234.55,-188.69,301.03,-2.46,,,,
8688,-1748,-235.05,-189.46,301.9,-2.46,,,,
8689,-1726,-235.93,-189.68,302.73,-2.46,,,,
8690,-1490,-236.68,-189.27,303.05,-2.47,,,,
8691,-1123,-236.94,-188.58,302.83,-2.47,,,,
8692,-764,-236.79,-187.98,302.34,-2.47,,,,
8693,-562,-236.44,-187.58,301.81,-2.47,,,,
8694,-588,-235.94,-187.35,301.27,-2.47,,,,
8695,-832,-235.29,-187.39,300.8,-2.47,,,,
8696,-1191,-234.7,-187.88,300.64,-2.47,,,,
8697,-1547,-234.56,-188.73,301.06,-2.46,,,,
8698,-1747,-235.06,-189.5,301.93,-2.46,,,,
8699,-1725,-235.94,-189.72,302.75,-2.46,,,,
8700,-1488,-236.68,-189.31,303.08,-2.47,,,,
8701,-1126,-236.95,-188.62,302.85,-2.47,,,,
8702,-765,-236.8,-188.02,302.36,-2.47,,,,
8703,-562,-236.44,-187.62,301.83,-2.47,,,,
8704,-588,-235.94,-187.38,301.3,-2.47,,,,
8705,-830,-235.3,-187.43,300.82,-2.47,,,,
8706,-1192,-234.71,-187.92,300.67,-2.47,,,,
8707,-1546,-234.56,-188.77,301.09,-2.46,,,,
8708,-1766,-235.07,-189.55,301.97,-2.46,,,,
8709,-1830,-236.01,-189.78,302.85,-2.46,,,,
8710,-1559,-236.8,-189.36,303.2,-2.47,,,,
8711,-1173,-237.08,-188.65,302.98,-2.47,,,,
8712,-820,-236.93,-188.01,302.46,-2.47,,,,
8713,-613,-236.56,-187.58,301.9,-2.47,,,,
8714,-636,-236.03,-187.34,301.34,-2.47,,,,
8715,-871,-235.36,-187.39,300.85,-2.47,,,,
8716,-1223,-234.76,-187.9,300.69,-2.47,,,,
8717,-1462,-234.61,-188.7,301.08,-2.46,,,,
8718,-1684,-235.09,-189.43,301.91,-2.46,,,,
8719,-1679,-235.94,-189.64,302.71,-2.46,,,,
8720,-1453,-236.66,-189.24,303.02,-2.47,,,,
8721,-1103,-236.92,-188.56,302.8,-2.47,,,,
8722,-755,-236.77,-187.97,302.31,-2.47,,,,
8723,-555,-236.42,-187.57,301.79,-2.47,,,,
8724,-585,-235.92,-187.34,301.25,-2.47,,,,
8725,-828,-235.28,-187.38,300.78,-2.47,,,,
8726,-1190,-234.69,-187.87,300.62,-2.47,,,,
8727,-1545,-234.54,-188.72,301.04,-2.46,,,,
8728,-1745,-235.04,-189.49,301.91,-2.46,,,,
8729,-1723,-235.92,-189.7,302.73,-2.46,,,,
8730,-1488,-236.66,-189.29,303.05,-2.47,,,,
8731,-1126,-236.93,-188.6,302.83,-2.47,,,,
8732,-765,-236.78,-188,302.34,-2.47,,,,
8733,-560,-236.42,-187.6,301.81,-2.47,,,,
8734,-587,-235.92,-187.37,301.28,-2.47,,,,
8735,-832,-235.28,-187.41,300.8,-2.47,,,,
8736,-1191,-234.69,-187.9,300.64,-2.47,,,,
8737,-1545,-234.54,-188.75,301.06,-2.46,,,,
8738,-1748,-235.04,-189.52,301.93,-2.46,,,,
8739,-1726,-235.93,-189.74,302.76,-2.46,,,,
8740,-1489,-236.67,-189.33,303.08,-2.47,,,,
8741,-1125,-236.93,-188.64,302.86,-2.47,,,,
8742,-764,-236.79,-188.04,302.37,-2.47,,,,
8743,-562,-236.43,-187.64,301.84,-2.47,,,,
8744,-588,-235.93,-187.41,301.3,-2.47,,,,
8745,-831,-235.28,-187.45,300.83,-2.47,,,,
8746,-1192,-234.7,-187.94,300.67,-2.47,,,,
8747,-1546,-234.55,-188.79,301.09,-2.46,,,,
8748,-1748,-235.05,-189.56,301.96,-2.46,,,,
8749,-1724,-235.93,-189.78,302.78,-2.46,,,,
8750,-1489,-236.67,-189.37,303.11,-2.47,,,,
8751,-1128,-236.94,-188.68,302.88,-2.47,,,,
8752,-766,-236.79,-188.08,302.39,-2.47,,,,
8753,-561,-236.43,-187.67,301.86,-2.47,,,,
8754,-590,-235.93,-187.44,301.33,-2.47,,,,
8755,-831,-235.29,-187.48,300.85,-2.47,,,,
8756,-1192,-234.7,-187.97,300.7,-2.47,,,,
8757,-1545,-234.55,-188.82,301.11,-2.46,,,,
8758,-1747,-235.05,-189.59,301.98,-2.46,,,,
8759,-1726,-235.94,-189.81,302.81,-2.46,,,,
8760,-1488,-236.68,-189.4,303.13,-2.47,,,,
8761,-1125,-236.94,-188.71,302.91,-2.47,,,,
8762,-765,-236.79,-188.11,302.42,-2.47,,,,
8763,-560,-236.44,-187.71,301.89,-2.47,,,,
8764,-589,-235.94,-187.48,301.35,-2.47,,,,
8765,-830,-235.29,-187.52,300.88,-2.47,,,,
8766,-1191,-234.71,-188.01,300.72,-2.47,,,,
8767,-1547,-234.56,-188.86,301.14,-2.46,,,,
8768,-1747,-235.06,-189.63,302.01,-2.46,,,,
8769,-1725,-235.94,-189.85,302.83,-2.46,,,,
8770,-1488,-236.68,-189.44,303.16,-2.47,,,,
8771,-1127,-236.95,-188.75,302.93,-2.47,,,,
8772,-766,-236.8,-188.15,302.44,-2.47,,,,
8773,-560,-236.44,-187.74,301.92,-2.47,,,,
8774,-588,-235.94,-187.51,301.38,-2.47,,,,
8775,-833,-235.3,-187.55,300.9,-2.47,,,,
8776,-1191,-234.71,-188.04,300.75,-2.47,,,,
8777,-1545,-234.56,-188.89,301.17,-2.46,,,,
8778,-1747,-235.06,-189.66,302.04,-2.46,,,,
8779,-1724,-235.94,-189.88,302.86,-2.46,,,,
8780,-1490,-236.68,-189.47,303.18,-2.47,,,,
