Samp,Signal,I,Q,R,Phi
8377,-100,333.2,498.22,599.37,0.98
8378,35,333,497.92,599.01,0.98
8379,-188,332.68,497.58,598.55,0.98
8380,-824,331.98,497.42,598.03,0.98
8381,-1571,331.19,497.91,598,0.98
8382,-2152,330.98,498.95,598.75,0.99
8383,-2350,331.64,499.83,599.85,0.98
8384,-2094,332.68,499.92,600.5,0.98
8385,-1470,333.35,499.32,600.37,0.98
8386,-702,333.4,498.65,599.84,0.98
8387,-101,333.19,498.27,599.41,0.98
8388,35,333,497.98,599.06,0.98
8389,-186,332.68,497.63,598.59,0.98
8390,-823,331.98,497.48,598.07,0.98
8391,-1571,331.19,497.96,598.04,0.98
8392,-2154,330.98,499,598.79,0.99
8393,-2349,331.64,499.88,599.89,0.99
8394,-2092,332.68,499.98,600.54,0.98
8395,-1470,333.35,499.38,600.42,0.98
8396,-702,333.4,498.71,599.89,0.98
8397,-102,333.19,498.33,599.46,0.98
8398,35,332.99,498.03,599.1,0.98
8399,-186,332.67,497.68,598.63,0.98
8400,-825,331.97,497.53,598.12,0.98
8401,-1571,331.18,498.02,598.08,0.98
8402,-2151,330.98,499.06,598.83,0.99
8403,-2351,331.64,499.94,599.93,0.99
8404,-2092,332.68,500.03,600.59,0.98
8405,-1470,333.35,499.43,600.46,0.98
8406,-703,333.4,498.76,599.93,0.98
8407,-102,333.19,498.38,599.5,0.98
8408,35,332.99,498.09,599.14,0.98
8409,-186,332.67,497.74,598.68,0.98
8410,-823,331.97,497.58,598.16,0.98
8411,-1571,331.18,498.07,598.13,0.98
8412,-2152,330.97,499.11,598.88,0.99
8413,-2350,331.63,499.99,599.98,0.99
8414,-2091,332.68,500.08,600.63,0.98
8415,-1470,333.34,499.48,600.5,0.98
8416,-703,333.39,498.81,599.97,0.98
8417,-100,333.19,498.43,599.54,0.98
8418,34,332.99,498.14,599.19,0.98
8419,-186,332.67,497.79,598.72,0.98
8420,-824,331.97,497.64,598.2,0.98
8421,-1572,331.18,498.12,598.17,0.98
8422,-2152,330.97,499.16,598.92,0.99
8423,-2350,331.63,500.04,600.02,0.99
8424,-2093,332.67,500.13,600.67,0.98
8425,-1469,333.34,499.54,600.54,0.98
8426,-702,333.39,498.86,600.01,0.98
8427,-100,333.18,498.49,599.58,0.98
8428,35,332.98,498.19,599.23,0.98
8429,-187,332.66,497.84,598.76,0.98
8430,-824,331.96,497.69,598.24,0.98
8431,-1571,331.17,498.18,598.21,0.98
8432,-2153,330.97,499.22,598.96,0.99
8433,-2349,331.63,500.1,600.06,0.99
8434,-2091,332.67,500.19,600.71,0.98
8435,-1469,333.34,499.59,600.58,0.98
8436,-700,333.38,498.92,600.05,0.98
8437,-101,333.18,498.54,599.63,0.98
8438,36,332.98,498.25,599.27,0.98
8439,-186,332.66,497.9,598.8,0.98
8440,-824,331.96,497.75,598.29,0.98
8441,-1570,331.17,498.23,598.25,0.98
8442,-2151,330.96,499.27,599,0.99
8443,-2349,331.62,500.15,600.1,0.99
8444,-2091,332.66,500.24,600.75,0.98
8445,-1469,333.33,499.64,600.63,0.98
8446,-700,333.38,498.97,600.1,0.98
8447,-216,333.17,498.52,599.61,0.98
8448,-63,332.94,498.18,599.19,0.98
8449,-262,332.57,497.81,598.68,0.98
8450,-870,331.84,497.67,598.16,0.98
8451,-1608,331.04,498.17,598.14,0.98
8452,-2182,330.83,499.23,598.9,0.99
8453,-2376,331.5,500.13,600.02,0.99
8454,-2113,332.56,500.22,600.68,0.98
8455,-1498,333.24,499.62,600.56,0.98
8456,-651,333.27,498.97,600.04,0.98
8457,-84,333.07,498.61,599.62,0.98
8458,43,332.87,498.31,599.27,0.98
8459,-182,332.55,497.97,598.8,0.98
8460,-820,331.86,497.81,598.29,0.98
8461,-1570,331.07,498.3,598.25,0.98
8462,-2150,330.86,499.34,599,0.99
8463,-2347,331.52,500.21,600.1,0.99
8464,-2092,332.56,500.31,600.75,0.98
8465,-1469,333.23,499.71,600.62,0.98
8466,-701,333.28,499.04,600.09,0.98
8467,-101,333.07,498.66,599.66,0.98
8468,35,332.87,498.36,599.31,0.98
8469,-187,332.55,498.01,598.84,0.98
8470,-823,331.85,497.86,598.32,0.98
8471,-1569,331.06,498.35,598.29,0.98
8472,-2153,330.86,499.39,599.04,0.99
8473,-2349,331.52,500.27,600.14,0.99
8474,-2090,332.56,500.36,600.79,0.98
8475,-1469,333.22,499.76,600.66,0.98
8476,-701,333.27,499.09,600.13,0.98
8477,-102,333.06,498.71,599.7,0.98
8478,35,332.87,498.41,599.35,0.98
8479,-186,332.55,498.06,598.88,0.98
8480,-826,331.85,497.91,598.36,0.98
8481,-1572,331.06,498.4,598.33,0.98
8482,-2153,330.85,499.44,599.08,0.99
8483,-2350,331.51,500.32,600.18,0.99
8484,-2090,332.55,500.41,600.83,0.98
8485,-1469,333.22,499.81,600.7,0.98
8486,-701,333.27,499.14,600.17,0.98
8487,-99,333.06,498.76,599.74,0.98
8488,35,332.86,498.47,599.39,0.98
8489,-187,332.54,498.12,598.92,0.98
8490,-825,331.84,497.97,598.4,0.98
8491,-1571,331.05,498.45,598.37,0.98
8492,-2151,330.84,499.49,599.12,0.99
8493,-2349,331.5,500.37,600.22,0.99
8494,-2091,332.54,500.46,600.87,0.98
8495,-1468,333.21,499.86,600.74,0.98
8496,-701,333.26,499.19,600.21,0.98
8497,-102,333.05,498.81,599.78,0.98
8498,35,332.86,498.52,599.43,0.98
8499,-187,332.54,498.17,598.96,0.98
8500,-824,331.83,498.02,598.44,0.98
8501,-1573,331.05,498.5,598.41,0.98
8502,-2152,330.84,499.54,599.16,0.99
8503,-2349,331.5,500.42,600.26,0.99
8504,-2090,332.54,500.51,600.91,0.98
8505,-1469,333.21,499.91,600.78,0.98
8506,-701,333.26,499.24,600.25,0.98
8507,-102,333.05,498.86,599.82,0.98
8508,34,332.85,498.57,599.47,0.98
8509,-189,332.53,498.22,599,0.98
8510,-825,331.83,498.07,598.48,0.98
8511,-1571,331.04,498.55,598.45,0.98
8512,-2152,330.83,499.59,599.2,0.99
8513,-2350,331.49,500.47,600.3,0.99
8514,-2092,332.53,500.56,600.95,0.98
8515,-1469,333.2,499.96,600.82,0.98
8516,-699,333.25,499.29,600.29,0.98
8517,-101,333.04,498.92,599.86,0.98
8518,34,332.84,498.62,599.5,0.98
8519,-186,332.52,498.27,599.04,0.98
8520,-825,331.82,498.12,598.52,0.98
8521,-1571,331.03,498.6,598.49,0.98
8522,-2153,330.82,499.64,599.24,0.99
8523,-2349,331.48,500.52,600.34,0.99
8524,-2090,332.52,500.61,600.99,0.98
8525,-1469,333.19,500.01,600.86,0.98
8526,-701,333.24,499.34,600.33,0.98
8527,-100,333.03,498.97,599.9,0.98
8528,35,332.84,498.67,599.54,0.98
8529,-186,332.52,498.32,599.08,0.98
8530,-826,331.81,498.17,598.56,0.98
8531,-1572,331.03,498.65,598.53,0.98
8532,-2152,330.82,499.69,599.28,0.99
8533,-2351,331.48,500.57,600.38,0.99
8534,-2092,332.52,500.67,601.03,0.98
8535,-1469,333.19,500.07,600.9,0.98
8536,-701,333.24,499.4,600.37,0.98
8537,-101,333.03,499.02,599.94,0.98
8538,35,332.83,498.72,599.58,0.98
8539,-187,332.51,498.37,599.12,0.98
8540,-825,331.81,498.22,598.6,0.98
8541,-1572,331.02,498.71,598.57,0.98
8542,-2154,330.81,499.75,599.32,0.99
8543,-2349,331.47,500.63,600.42,0.99
8544,-2092,332.52,500.72,601.07,0.98
8545,-1470,333.18,500.12,600.94,0.98
8546,-702,333.23,499.45,600.41,0.98
8547,-101,333.03,499.07,599.98,0.98
8548,35,332.83,498.77,599.62,0.98
8549,-188,332.51,498.42,599.16,0.98
8550,-824,331.81,498.27,598.64,0.98
8551,-1571,331.02,498.76,598.61,0.98
8552,-2152,330.81,499.79,599.36,0.99
8553,-2348,331.47,500.67,600.45,0.99
8554,-2091,332.51,500.76,601.11,0.98
8555,-1468,333.18,500.17,600.98,0.98
8556,-700,333.23,499.5,600.45,0.98
8557,-101,333.02,499.12,600.02,0.98
8558,36,332.82,498.82,599.66,0.98
8559,-187,332.5,498.47,599.19,0.98
8560,-824,331.8,498.32,598.68,0.98
8561,-1572,331.01,498.81,598.65,0.98
8562,-2153,330.8,499.85,599.4,0.99
8563,-2352,331.47,500.73,600.5,0.99
8564,-2089,332.5,500.82,601.15,0.98
8565,-1467,333.17,500.22,601.02,0.98
8566,-700,333.22,499.55,600.49,0.98
8567,-102,333.01,499.17,600.06,0.98
8568,34,332.82,498.87,599.7,0.98
8569,-187,332.49,498.52,599.23,0.98
8570,-826,331.79,498.37,598.72,0.98
8571,-1573,331,498.86,598.68,0.98
8572,-2152,330.8,499.9,599.43,0.99
8573,-2350,331.46,500.78,600.53,0.99
8574,-2092,332.5,500.87,601.18,0.98
8575,-1469,333.17,500.27,601.05,0.98
8576,-701,333.22,499.6,600.52,0.98
8577,-100,333.01,499.22,600.09,0.98
8578,35,332.81,498.92,599.74,0.98
8579,-189,332.49,498.57,599.27,0.98
8580,-824,331.79,498.42,598.75,0.98
8581,-1572,331,498.91,598.72,0.99
8582,-2148,330.79,499.94,599.47,0.99
8583,-2351,331.45,500.82,600.57,0.99
8584,-2087,332.49,500.91,601.22,0.98
8585,-1463,333.15,500.31,601.09,0.98
8586,-698,333.2,499.65,600.56,0.98
8587,-100,332.99,499.27,600.13,0.98
8588,33,332.8,498.97,599.77,0.98
8589,-191,332.47,498.62,599.3,0.98
8590,-827,331.77,498.47,598.79,0.98
8591,-1566,330.98,498.95,598.75,0.99
8592,-2156,330.78,499.99,599.5,0.99
8593,-2351,331.44,500.87,600.6,0.99
8594,-2092,332.48,500.96,601.26,0.98
8595,-1471,333.15,500.36,601.13,0.98
8596,-689,333.19,499.7,600.6,0.98
8597,-100,332.98,499.32,600.17,0.98
8598,36,332.79,499.03,599.81,0.98
8599,-186,332.47,498.68,599.35,0.98
8600,-824,331.77,498.53,598.83,0.98
8601,-1570,330.98,499.01,598.8,0.99
8602,-2152,330.77,500.05,599.55,0.99
8603,-2349,331.43,500.93,600.65,0.99
8604,-2089,332.47,501.02,601.3,0.98
8605,-1467,333.14,500.42,601.17,0.98
8606,-700,333.19,499.75,600.64,0.98
8607,-101,332.98,499.37,600.21,0.98
8608,35,332.78,499.08,599.85,0.98
8609,-186,332.46,498.73,599.38,0.98
8610,-825,331.76,498.57,598.87,0.98
8611,-1573,330.97,499.06,598.83,0.99
8612,-2153,330.76,500.1,599.59,0.99
8613,-2349,331.42,500.98,600.68,0.99
8614,-2090,332.46,501.07,601.33,0.98
8615,-1467,333.13,500.47,601.2,0.98
8616,-702,333.18,499.8,600.67,0.98
8617,-100,332.97,499.42,600.24,0.98
8618,37,332.78,499.13,599.89,0.98
8619,-186,332.46,498.78,599.42,0.98
8620,-825,331.75,498.62,598.9,0.98
8621,-1572,330.97,499.11,598.87,0.99
8622,-2153,330.76,500.15,599.62,0.99
8623,-2349,331.42,501.03,600.72,0.99
8624,-2090,332.46,501.12,601.37,0.99
8625,-1466,333.13,500.52,601.24,0.98
8626,-700,333.17,499.85,600.71,0.98
8627,-102,332.97,499.47,600.28,0.98
8628,34,332.77,499.17,599.92,0.98
8629,-188,332.45,498.82,599.46,0.98
8630,-823,331.75,498.67,598.94,0.98
8631,-1571,330.96,499.16,598.91,0.99
8632,-2153,330.75,500.19,599.66,0.99
8633,-2348,331.41,501.07,600.76,0.99
8634,-2090,332.45,501.16,601.41,0.99
8635,-1468,333.12,500.56,601.28,0.98
8636,-700,333.17,499.89,600.75,0.98
8637,-102,332.96,499.52,600.31,0.98
8638,36,332.76,499.22,599.96,0.98
8639,-186,332.44,498.87,599.49,0.98
8640,-825,331.74,498.72,598.98,0.98
8641,-1572,330.95,499.2,598.94,0.99
8642,-2153,330.74,500.24,599.69,0.99
8643,-2350,331.4,501.12,600.79,0.99
8644,-2090,332.45,501.21,601.44,0.99
8645,-1468,333.11,500.61,601.31,0.98
8646,-699,333.16,499.94,600.78,0.98
8647,-101,332.95,499.57,600.35,0.98
8648,34,332.76,499.27,600,0.98
8649,-187,332.44,498.92,599.53,0.98
8650,-825,331.73,498.77,599.01,0.98
8651,-1573,330.94,499.25,598.98,0.99
8652,-2153,330.74,500.29,599.73,0.99
8653,-2351,331.4,501.17,600.83,0.99
8654,-2090,332.44,501.26,601.48,0.99
8655,-1468,333.11,500.66,601.35,0.98
8656,-701,333.16,499.99,600.82,0.98
8657,-99,332.95,499.61,600.39,0.98
8658,35,332.75,499.32,600.03,0.98
8659,-187,332.43,498.97,599.57,0.98
8660,-825,331.73,498.82,599.05,0.98
8661,-1573,330.94,499.3,599.02,0.99
8662,-2152,330.73,500.34,599.77,0.99
8663,-2351,331.39,501.22,600.87,0.99
8664,-2092,332.43,501.31,601.52,0.99
8665,-1469,333.1,500.71,601.39,0.98
8666,-699,333.15,500.04,600.86,0.98
8667,-100,332.94,499.66,600.43,0.98
8668,34,332.74,499.37,600.07,0.98
8669,-189,332.42,499.02,599.6,0.98
8670,-824,331.72,498.86,599.09,0.98
8671,-1571,330.93,499.35,599.05,0.99
8672,-2154,330.73,500.39,599.81,0.99
8673,-2349,331.39,501.27,600.9,0.99
8674,-2090,332.43,501.36,601.55,0.99
8675,-1468,333.09,500.76,601.42,0.98
8676,-699,333.14,500.09,600.89,0.98
8677,-100,332.93,499.71,600.46,0.98
8678,35,332.74,499.42,600.11,0.98
8679,-188,332.42,499.07,599.64,0.98
8680,-826,331.71,498.91,599.12,0.98
8681,-1572,330.93,499.4,599.09,0.99
8682,-2151,330.72,500.44,599.84,0.99
8683,-2349,331.38,501.31,600.94,0.99
8684,-2090,332.42,501.41,601.59,0.99
8685,-1467,333.09,500.81,601.46,0.98
8686,-700,333.13,500.13,600.93,0.98
8687,-101,332.93,499.76,600.5,0.98
8688,35,332.73,499.46,600.14,0.98
8689,-188,332.41,499.11,599.67,0.98
8690,-824,331.71,498.96,599.16,0.98
8691,-1572,330.92,499.44,599.12,0.99
8692,-2153,330.71,500.48,599.88,0.99
8693,-2350,331.37,501.36,600.97,0.99
8694,-2089,332.41,501.45,601.62,0.99
8695,-1466,333.08,500.85,601.49,0.98
8696,-700,333.13,500.18,600.96,0.98
8697,-100,332.92,499.8,600.53,0.98
8698,35,332.72,499.51,600.18,0.98
8699,-187,332.4,499.16,599.71,0.98
8700,-825,331.7,499.01,599.19,0.98
8701,-1573,330.91,499.49,599.16,0.99
8702,-2152,330.7,500.53,599.91,0.99
8703,-2349,331.36,501.41,601.01,0.99
8704,-2091,332.4,501.5,601.66,0.99
8705,-1468,333.07,500.9,601.53,0.98
8706,-701,333.12,500.23,601,0.98
8707,-100,332.91,499.85,600.57,0.98
8708,35,332.72,499.55,600.21,0.98
8709,-187,332.39,499.2,599.74,0.98
8710,-824,331.69,499.05,599.23,0.98
8711,-1572,330.9,499.54,599.2,0.99
8712,-2152,330.7,500.57,599.95,0.99
8713,-2350,331.36,501.45,601.04,0.99
8714,-2091,332.4,501.55,601.69,0.99
8715,-1468,333.07,500.94,601.56,0.98
8716,-699,333.12,500.28,601.03,0.98
8717,-102,332.91,499.9,600.6,0.98
8718,35,332.71,499.6,600.25,0.98
8719,-186,332.39,499.25,599.78,0.98
8720,-826,331.69,499.1,599.26,0.98
8721,-1573,330.9,499.58,599.23,0.99
8722,-2153,330.69,500.62,599.98,0.99
8723,-2349,331.35,501.5,601.08,0.99
8724,-2089,332.39,501.59,601.73,0.99
8725,-1468,333.06,500.99,601.6,0.98
8726,-700,333.11,500.32,601.07,0.98
8727,-99,332.9,499.94,600.64,0.98
8728,35,332.7,499.65,600.28,0.98
8729,-187,332.38,499.3,599.81,0.98
8730,-825,331.68,499.14,599.3,0.98
8731,-1573,330.89,499.63,599.27,0.99
8732,-2152,330.68,500.67,600.02,0.99
8733,-2351,331.34,501.55,601.12,0.99
8734,-2090,332.38,501.64,601.76,0.99
8735,-1466,333.05,501.04,601.63,0.98
8736,-701,333.1,500.37,601.1,0.98
8737,-101,332.89,499.99,600.67,0.98
8738,35,332.7,499.69,600.32,0.98
8739,-187,332.37,499.34,599.85,0.98
8740,-826,331.67,499.19,599.33,0.98
8741,-1574,330.88,499.68,599.3,0.99
8742,-2152,330.68,500.71,600.05,0.99
8743,-2349,331.34,501.59,601.15,0.99
8744,-2089,332.38,501.68,601.8,0.99
8745,-1466,333.04,501.08,601.67,0.98
8746,-700,333.09,500.41,601.14,0.98
8747,-100,332.88,500.04,600.71,0.98
8748,35,332.69,499.74,600.35,0.98
8749,-189,332.36,499.39,599.88,0.98
8750,-825,331.66,499.24,599.36,0.98
8751,-1571,330.87,499.72,599.33,0.99
8752,-2153,330.67,500.76,600.08,0.99
8753,-2349,331.33,501.64,601.18,0.99
8754,-2089,332.37,501.73,601.83,0.99
8755,-1467,333.03,501.13,601.7,0.98
8756,-699,333.08,500.46,601.17,0.98
8757,-100,332.87,500.08,600.74,0.98
8758,34,332.68,499.78,600.38,0.98
8759,-187,332.36,499.43,599.91,0.98
8760,-826,331.65,499.28,599.4,0.98
8761,-1572,330.87,499.77,599.37,0.99
8762,-2154,330.66,500.81,600.12,0.99
8763,-2349,331.32,501.68,601.21,0.99
8764,-2089,332.36,501.77,601.86,0.99
8765,-1467,333.03,501.17,601.73,0.98
8766,-699,333.07,500.5,601.2,0.98
8767,-94,332.86,500.13,600.77,0.98
8768,2,332.66,499.82,600.4,0.98
8769,-305,332.27,499.45,599.87,0.98
8770,-815,331.57,499.29,599.36,0.98
8771,-1656,330.75,499.82,599.34,0.99
8772,-2226,330.54,500.9,600.13,0.99
8773,-2341,331.2,501.78,601.23,0.99
8774,-2134,332.27,501.88,601.9,0.99
8775,-1468,332.93,501.28,601.77,0.98
8776,-708,332.99,500.6,601.23,0.98
8777,-104,332.78,500.22,600.8,0.98
8778,33,332.58,499.92,600.44,0.98
8779,-188,332.26,499.57,599.97,0.98
8780,-823,331.56,499.42,599.46,0.98
8781,-1573,330.77,499.9,599.43,0.99
8782,-2153,330.56,500.94,600.18,0.99
8783,-2349,331.22,501.82,601.28,0.99
8784,-2090,332.26,501.91,601.93,0.99
8785,-1467,332.93,501.31,601.79,0.98
8786,-698,332.98,500.64,601.26,0.98
8787,-101,332.77,500.26,600.83,0.98
8788,34,332.57,499.97,600.48,0.98
8789,-188,332.25,499.62,600.01,0.98
8790,-825,331.55,499.46,599.49,0.98
8791,-1572,330.76,499.95,599.46,0.99
8792,-2152,330.55,500.99,600.21,0.99
8793,-2349,331.21,501.87,601.31,0.99
8794,-2090,332.26,501.96,601.96,0.99
8795,-1466,332.92,501.36,601.83,0.98
8796,-698,332.97,500.69,601.3,0.98
8797,-102,332.76,500.31,600.86,0.98
8798,35,332.57,500.01,600.51,0.98
8799,-187,332.24,499.66,600.04,0.98
8800,-825,331.54,499.51,599.52,0.98
8801,-1572,330.75,499.99,599.49,0.99
8802,-2152,330.55,501.03,600.24,0.99
8803,-2350,331.21,501.91,601.34,0.99
8804,-2090,332.25,502,601.99,0.99
8805,-1467,332.92,501.4,601.86,0.98
8806,-699,332.96,500.73,601.33,0.98
8807,-100,332.76,500.35,600.9,0.98
8808,34,332.56,500.05,600.54,0.98
8809,-187,332.24,499.7,600.07,0.98
8810,-826,331.54,499.55,599.56,0.98
8811,-1574,330.75,500.04,599.53,0.99
8812,-2151,330.54,501.07,600.28,0.99
8813,-2350,331.2,501.95,601.37,0.99
8814,-2089,332.24,502.04,602.02,0.99
8815,-1466,332.91,501.44,601.89,0.98
8816,-699,332.96,500.77,601.36,0.98
8817,-100,332.75,500.4,600.93,0.98
8818,35,332.55,500.1,600.57,0.98
8819,-187,332.23,499.75,600.1,0.98
8820,-825,331.53,499.59,599.59,0.98
8821,-1573,330.74,500.08,599.56,0.99
8822,-2153,330.53,501.12,600.31,0.99
8823,-2349,331.19,502,601.41,0.99
8824,-2089,332.23,502.09,602.05,0.99
8825,-1465,332.9,501.49,601.92,0.98
8826,-698,332.95,500.82,601.39,0.98
8827,-101,332.74,500.44,600.96,0.98
8828,34,332.54,500.14,600.6,0.98
8829,-188,332.22,499.79,600.14,0.98
8830,-825,331.52,499.64,599.62,0.98
8831,-1573,330.73,500.12,599.59,0.99
8832,-2153,330.52,501.16,600.34,0.99
8833,-2349,331.18,502.04,601.44,0.99
8834,-2090,332.22,502.13,602.09,0.99
8835,-1467,332.89,501.53,601.95,0.98
8836,-698,332.94,500.86,601.42,0.98
8837,-100,332.73,500.48,600.99,0.98
8838,35,332.53,500.19,600.64,0.98
8839,-188,332.21,499.84,600.17,0.98
8840,-824,331.51,499.68,599.65,0.99
8841,-1573,330.72,500.17,599.62,0.99
8842,-2154,330.51,501.21,600.37,0.99
8843,-2349,331.17,502.09,601.47,0.99
8844,-2089,332.21,502.18,602.12,0.99
8845,-1466,332.88,501.58,601.99,0.98
8846,-699,332.93,500.91,601.46,0.98
8847,-100,332.72,500.53,601.03,0.98
8848,34,332.53,500.23,600.67,0.98
8849,-187,332.2,499.88,600.2,0.98
8850,-826,331.5,499.73,599.68,0.99
8851,-1573,330.71,500.21,599.65,0.99
8852,-2153,330.51,501.25,600.4,0.99
8853,-2349,331.17,502.13,601.5,0.99
8854,-2089,332.21,502.22,602.15,0.99
8855,-1466,332.87,501.62,602.02,0.98
8856,-699,332.92,500.95,601.49,0.98
8857,-99,332.71,500.57,601.06,0.98
8858,35,332.52,500.27,600.7,0.98
8859,-189,332.19,499.92,600.23,0.98
8860,-824,331.49,499.77,599.72,0.99
8861,-1573,330.71,500.26,599.68,0.99
8862,-2153,330.5,501.29,600.44,0.99
8863,-2350,331.16,502.17,601.53,0.99
8864,-2091,332.2,502.26,602.18,0.99
8865,-1466,332.87,501.66,602.05,0.98
8866,-699,332.91,500.99,601.52,0.98
8867,-100,332.71,500.61,601.09,0.98
8868,34,332.51,500.32,600.73,0.98
8869,-188,332.19,499.97,600.26,0.98
8870,-824,331.49,499.81,599.75,0.99
8871,-1573,330.7,500.3,599.72,0.99
8872,-2154,330.49,501.34,600.47,0.99
8873,-2349,331.15,502.22,601.57,0.99
8874,-2089,332.19,502.31,602.21,0.99
8875,-1467,332.86,501.71,602.08,0.99
8876,-698,332.91,501.04,601.55,0.98
8877,-100,332.7,500.66,601.12,0.98
8878,35,332.5,500.36,600.77,0.98
8879,-188,332.18,500.01,600.3,0.98
8880,-825,331.48,499.86,599.78,0.99
8881,-1572,330.69,500.34,599.75,0.99
8882,-2152,330.48,501.38,600.5,0.99
8883,-2350,331.14,502.26,601.6,0.99
8884,-2090,332.18,502.35,602.25,0.99
8885,-1466,332.85,501.75,602.11,0.99
8886,-697,332.9,501.08,601.58,0.98
8887,-100,332.69,500.7,601.15,0.98
8888,35,332.49,500.4,600.8,0.98
8889,-187,332.17,500.05,600.33,0.98
8890,-826,331.47,499.9,599.81,0.99
8891,-1574,330.68,500.39,599.78,0.99
8892,-2153,330.47,501.42,600.53,0.99
8893,-2350,331.14,502.3,601.63,0.99
8894,-2089,332.18,502.39,602.28,0.99
8895,-1466,332.84,501.79,602.15,0.99
8896,-699,332.89,501.12,601.61,0.98
8897,-100,332.68,500.74,601.18,0.98
8898,34,332.49,500.45,600.83,0.98
8899,-189,332.16,500.1,600.36,0.98
8900,-826,331.46,499.94,599.84,0.99
8901,-1572,330.67,500.43,599.81,0.99
8902,-2152,330.47,501.46,600.56,0.99
8903,-2349,331.13,502.34,601.66,0.99
8904,-2090,332.17,502.43,602.31,0.99
8905,-1466,332.83,501.83,602.17,0.99
8906,-698,332.88,501.16,601.64,0.98
8907,-101,332.67,500.78,601.21,0.98
8908,36,332.48,500.49,600.86,0.98
8909,-188,332.16,500.14,600.39,0.98
8910,-825,331.45,499.98,599.87,0.99
8911,-1573,330.67,500.47,599.84,0.99
8912,-2154,330.46,501.51,600.59,0.99
8913,-2348,331.12,502.39,601.69,0.99
8914,-2090,332.16,502.48,602.34,0.99
8915,-1466,332.83,501.88,602.21,0.99
8916,-698,332.87,501.21,601.67,0.98
8917,-99,332.67,500.83,601.24,0.98
8918,35,332.47,500.53,600.89,0.98
8919,-188,332.15,500.18,600.42,0.98
8920,-827,331.45,500.03,599.9,0.99
8921,-1572,330.66,500.51,599.87,0.99
8922,-2151,330.45,501.55,600.62,0.99
8923,-2348,331.11,502.43,601.72,0.99
8924,-2090,332.15,502.52,602.37,0.99
8925,-1466,332.82,501.92,602.23,0.99
8926,-697,332.86,501.25,601.7,0.98
8927,-100,332.66,500.87,601.27,0.98
8928,36,332.46,500.57,600.92,0.98
8929,-188,332.14,500.22,600.45,0.98
8930,-824,331.44,500.07,599.93,0.99
8931,-1572,330.65,500.55,599.9,0.99
8932,-2153,330.44,501.59,600.65,0.99
8933,-2349,331.1,502.47,601.75,0.99
8934,-2088,332.14,502.56,602.4,0.99
8935,-1468,332.81,501.96,602.27,0.99
8936,-700,332.86,501.29,601.73,0.98
8937,-99,332.65,500.91,601.3,0.98
8938,35,332.45,500.61,600.95,0.98
8939,-187,332.13,500.26,600.48,0.98
8940,-826,331.43,500.11,599.96,0.99
8941,-1574,330.64,500.59,599.93,0.99
8942,-2151,330.43,501.63,600.68,0.99
8943,-2348,331.09,502.51,601.78,0.99
8944,-2088,332.13,502.6,602.43,0.99
8945,-1467,332.8,502,602.29,0.99
8946,-698,332.85,501.33,601.76,0.98
8947,-101,332.64,500.95,601.33,0.98
8948,35,332.44,500.65,600.98,0.98
8949,-189,332.12,500.3,600.51,0.98
8950,-826,331.42,500.15,599.99,0.99
8951,-1572,330.63,500.63,599.96,0.99
8952,-2154,330.43,501.67,600.71,0.99
8953,-2349,331.09,502.55,601.81,0.99
8954,-2089,332.13,502.64,602.46,0.99
8955,-1466,332.79,502.04,602.32,0.99
8956,-697,332.84,501.37,601.79,0.98
8957,-100,332.63,500.99,601.36,0.98
8958,35,332.44,500.69,601.01,0.98
8959,-188,332.11,500.34,600.54,0.98
8960,-826,331.41,500.19,600.02,0.99
8961,-1573,330.62,500.67,599.99,0.99
8962,-2154,330.42,501.71,600.74,0.99
8963,-2349,331.08,502.59,601.84,0.99
8964,-2089,332.12,502.68,602.49,0.99
8965,-1466,332.78,502.08,602.35,0.99
8966,-698,332.83,501.41,601.82,0.98
8967,-98,332.62,501.03,601.39,0.98
8968,36,332.43,500.74,601.04,0.98
8969,-188,332.11,500.39,600.57,0.98
8970,-826,331.4,500.23,600.05,0.99
8971,-1571,330.62,500.72,600.02,0.99
8972,-2153,330.41,501.75,600.77,0.99
8973,-2349,331.07,502.63,601.87,0.99
8974,-2089,332.11,502.72,602.52,0.99
8975,-1465,332.77,502.12,602.38,0.99
8976,-698,332.82,501.45,601.85,0.98
8977,-98,332.61,501.08,601.42,0.98
8978,35,332.42,500.78,601.07,0.98
8979,-188,332.1,500.43,600.6,0.98
8980,-825,331.4,500.27,600.08,0.99
8981,-1574,330.61,500.76,600.05,0.99
8982,-2152,330.4,501.8,600.8,0.99
8983,-2348,331.06,502.67,601.9,0.99
8984,-2089,332.1,502.76,602.55,0.99
8985,-1464,332.76,502.16,602.41,0.99
8986,-697,332.81,501.49,601.88,0.98
8987,-98,332.6,501.12,601.45,0.98
8988,36,332.41,500.82,601.1,0.98
8989,-189,332.09,500.47,600.63,0.98
8990,-825,331.39,500.32,600.11,0.99
8991,-1571,330.6,500.8,600.08,0.99
8992,-2154,330.39,501.84,600.83,0.99
8993,-2350,331.05,502.72,601.93,0.99
8994,-2089,332.09,502.81,602.58,0.99
8995,-1464,332.76,502.21,602.44,0.99
8996,-698,332.8,501.54,601.91,0.98
8997,-94,332.6,501.16,601.48,0.98
8998,30,332.4,500.86,601.13,0.98
8999,-178,332.08,500.51,600.66,0.99
9000,-832,331.38,500.36,600.14,0.99
9001,-1571,330.59,500.84,600.11,0.99
