Samp,Signal,I,Q,R,Phi
5817,-191,331.3,480.48,583.63,0.97
5818,-32,331.08,480.16,583.24,0.97
5819,-219,330.74,479.82,582.76,0.97
5820,-839,330.03,479.68,582.25,0.97
5821,-1567,329.25,480.17,582.21,0.97
5822,-2150,329.04,481.22,582.96,0.97
5823,-2354,329.7,482.12,584.07,0.97
5824,-2105,330.75,482.22,584.75,0.97
5825,-1495,331.44,481.63,584.65,0.97
5826,-764,331.51,480.94,584.12,0.97
5827,-180,331.3,480.52,583.66,0.97
5828,-29,331.08,480.21,583.28,0.97
5829,-226,330.74,479.86,582.8,0.97
5830,-847,330.03,479.72,582.28,0.97
5831,-1587,329.23,480.23,582.25,0.97
5832,-2170,329.03,481.29,583.01,0.97
5833,-2372,329.7,482.19,584.13,0.97
5834,-2119,330.76,482.3,584.82,0.97
5835,-1510,331.45,481.7,584.72,0.97
5836,-765,331.52,481.01,584.19,0.97
5837,-182,331.32,480.6,583.73,0.97
5838,-30,331.1,480.28,583.35,0.97
5839,-230,330.75,479.93,582.87,0.97
5840,-856,330.03,479.8,582.35,0.97
5841,-1596,329.24,480.31,582.32,0.97
5842,-2177,329.03,481.37,583.08,0.97
5843,-2378,329.7,482.28,584.21,0.97
5844,-2126,330.76,482.39,584.9,0.97
5845,-1518,331.46,481.79,584.8,0.97
5846,-772,331.54,481.1,584.27,0.97
5847,-185,331.33,480.68,583.81,0.97
5848,-36,331.11,480.36,583.42,0.97
5849,-236,330.76,480.01,582.93,0.97
5850,-860,330.04,479.88,582.41,0.97
5851,-1599,329.24,480.39,582.38,0.97
5852,-2180,329.03,481.45,583.15,0.97
5853,-2382,329.71,482.36,584.28,0.97
5854,-2127,330.77,482.47,584.97,0.97
5855,-1517,331.47,481.87,584.87,0.97
5856,-774,331.55,481.18,584.34,0.97
5857,-164,331.34,480.77,583.89,0.97
5858,-61,331.11,480.44,583.49,0.97
5859,-252,330.75,480.09,582.99,0.97
5860,-858,330.03,479.96,582.47,0.97
5861,-1599,329.23,480.47,582.44,0.97
5862,-2177,329.03,481.53,583.21,0.97
5863,-2377,329.7,482.44,584.33,0.97
5864,-2125,330.76,482.55,585.02,0.97
5865,-1515,331.46,481.95,584.93,0.97
5866,-772,331.53,481.25,584.4,0.97
5867,-81,331.32,480.9,583.99,0.97
5868,-66,331.09,480.57,583.58,0.97
5869,-255,330.73,480.21,583.09,0.97
5870,-857,330.01,480.08,582.57,0.97
5871,-1596,329.22,480.59,582.54,0.97
5872,-2175,329.01,481.65,583.3,0.97
5873,-2377,329.68,482.56,584.42,0.97
5874,-2123,330.74,482.67,585.11,0.97
5875,-1513,331.44,482.07,585.01,0.97
5876,-769,331.51,481.38,584.49,0.97
5877,-69,331.3,481.03,584.08,0.97
5878,-67,331.07,480.69,583.67,0.97
5879,-252,330.71,480.34,583.18,0.97
5880,-855,330,480.21,582.66,0.97
5881,-1593,329.2,480.72,582.63,0.97
5882,-2173,328.99,481.78,583.39,0.97
5883,-2373,329.66,482.68,584.52,0.97
5884,-2120,330.72,482.79,585.2,0.97
5885,-1513,331.42,482.19,585.11,0.97
5886,-768,331.49,481.5,584.58,0.97
5887,-73,331.29,481.15,584.17,0.97
5888,53,331.1,480.88,583.84,0.97
5889,-166,330.79,480.54,583.39,0.97
5890,-802,330.1,480.4,582.88,0.97
5891,-1551,329.32,480.88,582.84,0.97
5892,-2139,329.12,481.92,583.58,0.97
5893,-2347,329.78,482.81,584.69,0.97
5894,-2098,330.82,482.92,585.37,0.97
5895,-1485,331.5,482.33,585.26,0.97
5896,-724,331.56,481.66,584.74,0.97
5897,-110,331.35,481.28,584.32,0.97
5898,11,331.15,480.99,583.96,0.97
5899,-203,330.82,480.65,583.49,0.97
5900,-832,330.11,480.5,582.98,0.97
5901,-1578,329.32,481,582.94,0.97
5902,-2162,329.12,482.06,583.7,0.97
5903,-2366,329.78,482.96,584.81,0.97
5904,-2115,330.84,483.07,585.5,0.97
5905,-1504,331.53,482.47,585.4,0.97
5906,-753,331.6,481.79,584.87,0.97
5907,-231,331.39,481.34,584.39,0.97
5908,29,331.2,481.05,584.04,0.97
5909,-185,330.88,480.71,583.58,0.97
5910,-816,330.18,480.57,583.07,0.97
5911,-1561,329.4,481.06,583.03,0.97
5912,-2148,329.19,482.11,583.78,0.97
5913,-2354,329.85,483,584.89,0.97
5914,-2107,330.91,483.11,585.57,0.97
5915,-1495,331.59,482.51,585.47,0.97
5916,-742,331.66,481.83,584.94,0.97
5917,-250,331.45,481.37,584.45,0.97
5918,35,331.25,481.09,584.1,0.97
5919,-176,330.94,480.75,583.65,0.97
5920,-809,330.25,480.61,583.14,0.97
5921,-1556,329.47,481.1,583.1,0.97
5922,-2143,329.26,482.14,583.84,0.97
5923,-2348,329.92,483.03,584.95,0.97
5924,-2097,330.97,483.13,585.62,0.97
5925,-1487,331.65,482.54,585.52,0.97
5926,-729,331.71,481.87,585,0.97
5927,-249,331.5,481.41,584.5,0.97
5928,42,331.31,481.13,584.16,0.97
5929,-169,331,480.79,583.71,0.97
5930,-804,330.31,480.65,583.2,0.97
5931,-1551,329.53,481.13,583.16,0.97
5932,-2138,329.32,482.17,583.9,0.97
5933,-2345,329.98,483.06,585.01,0.97
5934,-2093,331.02,483.17,585.68,0.97
5935,-1475,331.7,482.58,585.58,0.97
5936,-710,331.75,481.91,585.06,0.97
5937,-226,331.54,481.47,584.58,0.97
5938,33,331.35,481.18,584.23,0.97
5939,-178,331.03,480.84,583.77,0.97
5940,-813,330.34,480.7,583.26,0.97
5941,-1550,329.56,481.19,583.22,0.97
5942,-2142,329.35,482.23,583.97,0.97
5943,-2348,330.01,483.12,585.07,0.97
5944,-2093,331.05,483.22,585.75,0.97
5945,-1482,331.73,482.63,585.64,0.97
5946,-750,331.8,481.95,585.12,0.97
5947,-195,331.59,481.52,584.65,0.97
5948,-22,331.38,481.21,584.27,0.97
5949,-211,331.04,480.86,583.8,0.97
5950,-834,330.34,480.72,583.28,0.97
5951,-1560,329.55,481.22,583.24,0.97
5952,-2145,329.34,482.26,583.99,0.97
5953,-2350,330.01,483.15,585.1,0.97
5954,-2101,331.05,483.26,585.78,0.97
5955,-1492,331.74,482.66,585.67,0.97
5956,-759,331.81,481.97,585.15,0.97
5957,-180,331.6,481.56,584.68,0.97
5958,-22,331.38,481.24,584.3,0.97
5959,-220,331.04,480.9,583.83,0.97
5960,-843,330.33,480.76,583.31,0.97
5961,-1582,329.54,481.26,583.28,0.97
5962,-2165,329.33,482.32,584.03,0.97
5963,-2366,330,483.22,585.15,0.97
5964,-2112,331.06,483.33,585.83,0.97
5965,-1505,331.75,482.73,585.73,0.97
5966,-772,331.82,482.03,585.2,0.97
5967,-181,331.61,481.62,584.74,0.97
5968,-27,331.4,481.3,584.36,0.97
5969,-225,331.05,480.96,583.88,0.97
5970,-852,330.34,480.82,583.36,0.97
5971,-1591,329.54,481.33,583.33,0.97
5972,-2171,329.34,482.39,584.09,0.97
5973,-2373,330,483.29,585.21,0.97
5974,-2120,331.06,483.4,585.9,0.97
5975,-1512,331.76,482.8,585.8,0.97
5976,-765,331.83,482.11,585.27,0.97
5977,-173,331.62,481.7,584.81,0.97
5978,-28,331.41,481.38,584.43,0.97
5979,-228,331.06,481.03,583.95,0.97
5980,-852,330.35,480.9,583.43,0.97
5981,-1593,329.55,481.4,583.4,0.97
5982,-2174,329.34,482.47,584.16,0.97
5983,-2375,330.01,483.37,585.28,0.97
5984,-2123,331.07,483.48,585.97,0.97
5985,-1511,331.77,482.88,585.87,0.97
5986,-767,331.84,482.19,585.34,0.97
5987,-175,331.63,481.78,584.88,0.97
5988,-33,331.41,481.46,584.5,0.97
5989,-230,331.07,481.11,584.01,0.97
5990,-854,330.35,480.97,583.5,0.97
5991,-1594,329.55,481.48,583.46,0.97
5992,-2174,329.35,482.54,584.23,0.97
5993,-2374,330.02,483.45,585.35,0.97
5994,-2123,331.08,483.56,586.04,0.97
5995,-1513,331.77,482.96,585.94,0.97
5996,-765,331.85,482.27,585.41,0.97
5997,-173,331.64,481.85,584.95,0.97
5998,-34,331.42,481.53,584.56,0.97
5999,-230,331.07,481.19,584.08,0.97
6000,-853,330.36,481.05,583.56,0.97
6001,-1592,329.56,481.56,583.53,0.97
6002,-2174,329.35,482.62,584.29,0.97
6003,-2373,330.02,483.52,585.41,0.97
6004,-2120,331.08,483.63,586.1,0.97
6005,-1512,331.78,483.03,586,0.97
6006,-765,331.85,482.34,585.47,0.97
6007,-174,331.64,481.93,585.02,0.97
6008,-38,331.42,481.61,584.62,0.97
6009,-228,331.08,481.26,584.14,0.97
6010,-852,330.36,481.12,583.62,0.97
6011,-1593,329.56,481.63,583.59,0.97
6012,-2171,329.36,482.69,584.35,0.97
6013,-2370,330.03,483.59,585.47,0.97
6014,-2118,331.08,483.7,586.16,0.97
6015,-1510,331.78,483.1,586.06,0.97
6016,-765,331.85,482.41,585.53,0.97
6017,-177,331.64,482,585.07,0.97
6018,-40,331.42,481.67,584.68,0.97
6019,-230,331.07,481.33,584.2,0.97
6020,-853,330.36,481.19,583.68,0.97
6021,-1591,329.56,481.7,583.65,0.97
6022,-2170,329.36,482.76,584.41,0.97
6023,-2371,330.02,483.66,585.53,0.97
6024,-2118,331.08,483.77,586.21,0.97
6025,-1508,331.77,483.17,586.11,0.97
6026,-766,331.85,482.48,585.58,0.97
6027,-182,331.64,482.06,585.12,0.97
6028,-45,331.42,481.73,584.73,0.97
6029,-231,331.07,481.39,584.24,0.97
6030,-853,330.35,481.25,583.72,0.97
6031,-1592,329.56,481.76,583.69,0.97
6032,-2173,329.35,482.82,584.45,0.97
6033,-2370,330.02,483.72,585.57,0.97
6034,-2116,331.08,483.83,586.26,0.97
6035,-1509,331.77,483.23,586.16,0.97
6036,-765,331.84,482.54,585.63,0.97
6037,-184,331.63,482.12,585.17,0.97
6038,-44,331.41,481.79,584.77,0.97
6039,-233,331.06,481.45,584.29,0.97
6040,-853,330.34,481.31,583.77,0.97
6041,-1589,329.55,481.81,583.74,0.97
6042,-2171,329.34,482.87,584.5,0.97
6043,-2371,330.01,483.78,585.62,0.97
6044,-2117,331.07,483.88,586.3,0.97
6045,-1508,331.76,483.29,586.2,0.97
6046,-763,331.84,482.59,585.67,0.97
6047,-182,331.63,482.18,585.21,0.97
6048,-46,331.4,481.85,584.81,0.97
6049,-232,331.06,481.5,584.33,0.97
6050,-853,330.34,481.37,583.81,0.97
6051,-1592,329.54,481.87,583.78,0.97
6052,-2171,329.34,482.93,584.54,0.97
6053,-2370,330,483.84,585.66,0.97
6054,-2117,331.06,483.94,586.35,0.97
6055,-1508,331.75,483.35,586.25,0.97
6056,-765,331.83,482.65,585.72,0.97
6057,-182,331.62,482.24,585.25,0.97
6058,-46,331.39,481.91,584.86,0.97
6059,-233,331.05,481.56,584.37,0.97
6060,-854,330.33,481.42,583.86,0.97
6061,-1593,329.53,481.93,583.82,0.97
6062,-2171,329.33,482.99,584.58,0.97
6063,-2371,330,483.89,585.71,0.97
6064,-2120,331.05,484,586.39,0.97
6065,-1510,331.75,483.4,586.29,0.97
6066,-766,331.82,482.71,585.76,0.97
6067,-183,331.61,482.29,585.3,0.97
6068,-47,331.39,481.97,584.9,0.97
6069,-233,331.04,481.62,584.42,0.97
6070,-854,330.32,481.48,583.9,0.97
6071,-1593,329.53,481.99,583.87,0.97
6072,-2172,329.32,483.05,584.63,0.97
6073,-2371,329.99,483.95,585.75,0.97
6074,-2119,331.05,484.06,586.44,0.97
6075,-1510,331.74,483.46,586.33,0.97
6076,-767,331.82,482.77,585.81,0.97
6077,-185,331.61,482.35,585.34,0.97
6078,-47,331.38,482.02,584.94,0.97
6079,-232,331.04,481.67,584.46,0.97
6080,-855,330.32,481.54,583.94,0.97
6081,-1594,329.52,482.05,583.91,0.97
6082,-2172,329.32,483.11,584.67,0.97
6083,-2370,329.98,484.01,585.79,0.97
6084,-2117,331.04,484.11,586.48,0.97
6085,-1508,331.73,483.52,586.38,0.97
6086,-765,331.81,482.83,585.85,0.97
6087,-83,331.6,482.47,585.44,0.97
6088,-68,331.37,482.13,585.03,0.97
6089,-247,331.01,481.78,584.53,0.97
6090,-866,330.29,481.65,584.01,0.97
6091,-1602,329.49,482.16,583.98,0.97
6092,-2179,329.28,483.22,584.75,0.97
6093,-2377,329.95,484.13,585.87,0.97
6094,-2120,331.01,484.24,586.56,0.97
6095,-1510,331.7,483.64,586.46,0.97
6096,-768,331.78,482.94,585.93,0.97
6097,-71,331.57,482.6,585.52,0.97
6098,-71,331.34,482.26,585.11,0.97
6099,-250,330.98,481.91,584.62,0.97
6100,-867,330.25,481.77,584.1,0.97
6101,-1603,329.45,482.28,584.07,0.97
6102,-2178,329.25,483.35,584.83,0.97
6103,-2377,329.92,484.25,585.96,0.97
6104,-2122,330.98,484.36,586.64,0.97
6105,-1511,331.67,483.76,586.54,0.97
6106,-766,331.75,483.07,586.01,0.97
6107,-60,331.54,482.73,585.61,0.97
6108,-71,331.3,482.39,585.2,0.97
6109,-247,330.95,482.04,584.71,0.97
6110,-869,330.22,481.9,584.19,0.97
6111,-1590,329.43,482.41,584.16,0.97
6112,-2182,329.22,483.48,584.92,0.97
6113,-2380,329.89,484.38,586.05,0.97
6114,-2125,330.95,484.49,586.74,0.97
6115,-1518,331.65,483.89,586.64,0.97
6116,-778,331.73,483.19,586.11,0.97
6117,-77,331.52,482.84,585.7,0.97
6118,-59,331.29,482.51,585.29,0.97
6119,-232,330.95,482.16,584.81,0.97
6120,-858,330.23,482.02,584.29,0.97
6121,-1592,329.43,482.53,584.26,0.97
6122,-2164,329.23,483.59,585.02,0.97
6123,-2363,329.89,484.48,586.13,0.97
6124,-2113,330.95,484.59,586.81,0.97
6125,-1503,331.64,483.99,586.71,0.97
6126,-752,331.71,483.31,586.18,0.97
6127,-150,331.5,482.91,585.74,0.97
6128,22,331.3,482.62,585.38,0.97
6129,-192,330.97,482.28,584.92,0.97
6130,-820,330.28,482.13,584.41,0.97
6131,-1567,329.49,482.63,584.37,0.97
6132,-2151,329.28,483.67,585.12,0.97
6133,-2356,329.95,484.57,586.23,0.97
6134,-2103,331,484.67,586.91,0.97
6135,-1493,331.68,484.08,586.81,0.97
6136,-743,331.75,483.39,586.28,0.97
6137,-255,331.54,482.93,585.78,0.97
6138,40,331.34,482.65,585.44,0.97
6139,-176,331.03,482.31,584.98,0.97
6140,-809,330.34,482.16,584.47,0.97
6141,-1559,329.56,482.65,584.43,0.97
6142,-2145,329.35,483.7,585.18,0.97
6143,-2349,330.01,484.59,586.29,0.97
6144,-2099,331.06,484.69,586.96,0.97
6145,-1487,331.74,484.1,586.86,0.97
6146,-731,331.8,483.42,586.33,0.97
6147,-255,331.59,482.96,585.83,0.97
6148,45,331.4,482.68,585.49,0.97
6149,-172,331.09,482.34,585.04,0.97
6150,-805,330.4,482.19,584.53,0.97
6151,-1553,329.62,482.68,584.49,0.97
6152,-2141,329.41,483.72,585.23,0.97
6153,-2346,330.07,484.61,586.34,0.97
6154,-2096,331.12,484.71,587.01,0.97
6155,-1479,331.79,484.12,586.91,0.97
6156,-712,331.85,483.46,586.39,0.97
6157,-248,331.64,483,585.89,0.97
6158,53,331.45,482.72,585.56,0.97
6159,-160,331.14,482.38,585.11,0.97
6160,-793,330.46,482.24,584.6,0.97
6161,-1536,329.69,482.71,584.56,0.97
6162,-2121,329.48,483.74,585.29,0.97
6163,-2326,330.13,484.62,586.38,0.97
6164,-2081,331.17,484.72,587.05,0.97
6165,-1475,331.84,484.13,586.94,0.97
6166,-742,331.91,483.45,586.42,0.97
6167,-205,331.7,483.02,585.94,0.97
6168,-19,331.48,482.7,585.56,0.97
6169,-203,331.15,482.36,585.09,0.97
6170,-824,330.45,482.22,584.58,0.97
6171,-1552,329.67,482.7,584.54,0.97
6172,-2133,329.47,483.74,585.28,0.97
6173,-2336,330.12,484.62,586.38,0.97
6174,-2086,331.16,484.72,587.05,0.97
6175,-1467,331.83,484.13,586.94,0.97
6176,-741,331.89,483.45,586.41,0.97
6177,-167,331.69,483.04,585.96,0.97
6178,-19,331.47,482.73,585.58,0.97
6179,-218,331.13,482.39,585.1,0.97
6180,-843,330.42,482.25,584.58,0.97
6181,-1572,329.63,482.74,584.55,0.97
6182,-2157,329.43,483.79,585.3,0.97
6183,-2359,330.09,484.69,586.41,0.97
6184,-2109,331.14,484.79,587.09,0.97
6185,-1502,331.83,484.2,586.99,0.97
6186,-774,331.91,483.5,586.46,0.97
6187,-178,331.7,483.08,586,0.97
6188,-27,331.48,482.77,585.61,0.97
6189,-235,331.13,482.42,585.13,0.97
6190,-861,330.41,482.28,584.61,0.97
6191,-1599,329.61,482.79,584.58,0.97
6192,-2180,329.41,483.86,585.34,0.97
6193,-2380,330.08,484.76,586.47,0.97
6194,-2128,331.14,484.87,587.16,0.97
6195,-1518,331.84,484.27,587.06,0.97
6196,-770,331.92,483.58,586.53,0.97
6197,-177,331.71,483.16,586.07,0.97
6198,-24,331.49,482.85,585.69,0.97
6199,-234,331.14,482.5,585.2,0.97
6200,-858,330.42,482.36,584.68,0.97
6201,-1599,329.62,482.87,584.65,0.97
6202,-2181,329.42,483.94,585.42,0.97
6203,-2380,330.09,484.84,586.54,0.97
6204,-2125,331.15,484.95,587.23,0.97
6205,-1517,331.85,484.35,587.13,0.97
6206,-772,331.93,483.66,586.6,0.97
6207,-50,331.72,483.32,586.2,0.97
6208,64,331.53,483.05,585.88,0.97
6209,-158,331.23,482.71,585.43,0.97
6210,-799,330.55,482.57,584.92,0.97
6211,-1550,329.77,483.05,584.88,0.97
6212,-2138,329.56,484.09,585.62,0.97
6213,-2345,330.22,484.98,586.73,0.97
6214,-2095,331.26,485.08,587.4,0.97
6215,-1484,331.94,484.49,587.29,0.97
6216,-723,332,483.82,586.77,0.97
6217,-221,331.79,483.37,586.29,0.97
6218,-97,331.55,483.02,585.86,0.97
6219,-278,331.17,482.66,585.35,0.97
6220,-877,330.44,482.53,584.83,0.97
6221,-1612,329.64,483.05,584.8,0.97
6222,-2187,329.43,484.12,585.57,0.97
6223,-2384,330.1,485.02,586.7,0.97
6224,-2128,331.17,485.13,587.39,0.97
6225,-1515,331.86,484.53,587.29,0.97
6226,-771,331.94,483.84,586.76,0.97
6227,-58,331.73,483.5,586.36,0.97
6228,-69,331.5,483.16,585.95,0.97
6229,-256,331.14,482.8,585.45,0.97
6230,-860,330.42,482.67,584.93,0.97
6231,-1598,329.62,483.18,584.9,0.97
6232,-2177,329.41,484.24,585.66,0.97
6233,-2374,330.08,485.14,586.79,0.97
6234,-2122,331.14,485.25,587.47,0.97
6235,-1514,331.84,484.65,587.37,0.97
6236,-768,331.91,483.96,586.84,0.97
6237,-43,331.7,483.63,586.45,0.97
6238,-72,331.47,483.29,586.03,0.97
6239,-257,331.11,482.93,585.54,0.97
6240,-859,330.39,482.8,585.02,0.97
6241,-1597,329.59,483.3,584.99,0.97
6242,-2176,329.38,484.37,585.75,0.97
6243,-2373,330.05,485.27,586.87,0.97
6244,-2118,331.11,485.37,587.56,0.97
6245,-1509,331.8,484.78,587.45,0.97
6246,-767,331.88,484.08,586.92,0.97
6247,-52,331.67,483.75,586.53,0.97
6248,-72,331.43,483.41,586.11,0.97
6249,-256,331.07,483.05,585.62,0.97
6250,-862,330.35,482.92,585.1,0.97
6251,-1605,329.55,483.43,585.07,0.97
6252,-2186,329.34,484.5,585.84,0.97
6253,-2382,330.02,485.4,586.96,0.97
6254,-2125,331.08,485.51,587.65,0.97
6255,-1516,331.78,484.91,587.55,0.97
6256,-758,331.85,484.22,587.02,0.97
6257,-116,331.64,483.85,586.59,0.97
6258,-13,331.43,483.53,586.22,0.97
6259,-210,331.09,483.19,585.74,0.97
6260,-841,330.38,483.05,585.23,0.97
6261,-1583,329.59,483.55,585.19,0.97
6262,-2170,329.38,484.61,585.95,0.97
6263,-2373,330.05,485.51,587.07,0.97
6264,-2120,331.11,485.62,587.76,0.97
6265,-1505,331.8,485.02,587.65,0.97
6266,-748,331.87,484.34,587.13,0.97
6267,-140,331.66,483.94,586.69,0.97
6268,7,331.46,483.64,586.32,0.97
6269,-198,331.13,483.3,585.86,0.97
6270,-826,330.43,483.16,585.34,0.97
6271,-1572,329.64,483.65,585.31,0.97
6272,-2156,329.43,484.7,586.06,0.97
6273,-2358,330.1,485.6,587.17,0.97
6274,-2109,331.15,485.7,587.85,0.97
6275,-1496,331.84,485.11,587.74,0.97
6276,-738,331.9,484.43,587.22,0.97
6277,-139,331.69,484.03,586.78,0.97
6278,10,331.49,483.74,586.42,0.97
6279,-193,331.16,483.39,585.95,0.97
6280,-820,330.47,483.25,585.44,0.97
6281,-1565,329.68,483.74,585.4,0.97
6282,-2151,329.47,484.79,586.15,0.97
6283,-2353,330.13,485.68,587.26,0.97
6284,-2102,331.18,485.78,587.94,0.97
6285,-1492,331.87,485.19,587.83,0.97
6286,-739,331.93,484.51,587.3,0.97
6287,-141,331.72,484.12,586.86,0.97
6288,2,331.51,483.81,586.49,0.97
6289,-196,331.19,483.47,586.03,0.97
6290,-822,330.49,483.33,585.52,0.97
6291,-1568,329.7,483.82,585.48,0.97
6292,-2152,329.5,484.87,586.23,0.97
6293,-2354,330.16,485.76,587.34,0.97
6294,-2100,331.21,485.86,588.01,0.97
6295,-1492,331.89,485.27,587.91,0.97
6296,-740,331.95,484.59,587.38,0.97
6297,-138,331.75,484.19,586.94,0.97
6298,5,331.54,483.89,586.58,0.97
6299,-194,331.22,483.55,586.11,0.97
6300,-822,330.52,483.41,585.6,0.97
6301,-1566,329.73,483.9,585.56,0.97
6302,-2148,329.52,484.94,586.31,0.97
6303,-2352,330.19,485.83,587.42,0.97
6304,-2099,331.23,485.94,588.09,0.97
6305,-1487,331.91,485.34,587.98,0.97
6306,-738,331.98,484.66,587.46,0.97
6307,-142,331.77,484.27,587.01,0.97
6308,6,331.56,483.97,586.65,0.97
6309,-194,331.24,483.63,586.18,0.97
6310,-821,330.54,483.48,585.67,0.97
6311,-1566,329.75,483.97,585.63,0.97
6312,-2151,329.55,485.02,586.38,0.97
6313,-2353,330.21,485.91,587.49,0.97
6314,-2101,331.26,486.02,588.17,0.97
6315,-1490,331.94,485.42,588.06,0.97
6316,-740,332,484.74,587.54,0.97
6317,-144,331.79,484.34,587.09,0.97
6318,5,331.59,484.04,586.73,0.97
6319,-196,331.26,483.7,586.26,0.97
6320,-825,330.56,483.56,585.75,0.97
6321,-1569,329.77,484.05,585.71,0.97
6322,-2152,329.57,485.1,586.46,0.97
6323,-2355,330.23,485.99,587.57,0.97
6324,-2103,331.28,486.09,588.24,0.97
6325,-1490,331.96,485.5,588.14,0.97
6326,-741,332.03,484.82,587.61,0.97
6327,-144,331.82,484.42,587.17,0.97
6328,9,331.61,484.12,586.81,0.97
6329,-196,331.29,483.78,586.34,0.97
6330,-821,330.59,483.64,585.83,0.97
6331,-1566,329.8,484.13,585.79,0.97
6332,-2150,329.59,485.17,586.54,0.97
6333,-2353,330.26,486.07,587.65,0.97
6334,-2100,331.3,486.17,588.32,0.97
6335,-1490,331.99,485.57,588.21,0.97
6336,-741,332.05,484.89,587.69,0.97
6337,-145,331.84,484.5,587.24,0.97
6338,13,331.64,484.2,586.88,0.97
6339,-194,331.31,483.86,586.42,0.97
6340,-822,330.62,483.71,585.9,0.97
6341,-1570,329.83,484.21,585.87,0.97
6342,-2152,329.62,485.25,586.62,0.97
6343,-2355,330.28,486.15,587.73,0.97
6344,-2105,331.33,486.25,588.4,0.97
6345,-1491,332.02,485.65,588.3,0.97
6346,-742,332.08,484.97,587.77,0.97
6347,-143,331.87,484.58,587.33,0.97
6348,20,331.67,484.28,586.97,0.97
6349,-193,331.35,483.94,586.51,0.97
6350,-821,330.65,483.8,585.99,0.97
6351,-1568,329.86,484.29,585.96,0.97
6352,-2153,329.66,485.34,586.71,0.97
6353,-2355,330.32,486.23,587.82,0.97
6354,-2104,331.37,486.33,588.49,0.97
6355,-1493,332.05,485.74,588.39,0.97
6356,-744,332.12,485.05,587.86,0.97
6357,-144,331.91,484.66,587.42,0.97
6358,24,331.71,484.37,587.06,0.97
6359,-188,331.39,484.03,586.6,0.97
6360,-820,330.69,483.88,586.09,0.97
6361,-1566,329.91,484.37,586.05,0.97
6362,-2149,329.7,485.42,586.8,0.97
6363,-2353,330.36,486.31,587.91,0.97
6364,-2103,331.41,486.41,588.58,0.97
6365,-1492,332.09,485.82,588.47,0.97
6366,-743,332.16,485.13,587.95,0.97
6367,-142,331.95,484.74,587.51,0.97
6368,24,331.75,484.45,587.15,0.97
6369,-191,331.43,484.11,586.69,0.97
6370,-822,330.73,483.96,586.17,0.97
6371,-1567,329.94,484.45,586.14,0.97
6372,-2150,329.73,485.5,586.89,0.97
6373,-2357,330.4,486.39,588,0.97
6374,-2104,331.45,486.5,588.67,0.97
6375,-1491,332.13,485.9,588.57,0.97
6376,-737,332.19,485.22,588.04,0.97
6377,-128,331.98,484.84,587.6,0.97
6378,25,331.78,484.54,587.25,0.97
6379,-188,331.46,484.2,586.79,0.97
6380,-818,330.77,484.06,586.28,0.97
6381,-1565,329.98,484.55,586.24,0.97
6382,-2148,329.77,485.59,586.99,0.97
6383,-2352,330.44,486.48,588.09,0.97
6384,-2100,331.48,486.59,588.77,0.97
6385,-1485,332.16,485.99,588.66,0.97
6386,-721,332.22,485.32,588.14,0.97
6387,-110,332.01,484.95,587.71,0.97
6388,31,331.81,484.66,587.36,0.97
6389,-182,331.5,484.32,586.9,0.97
6390,-813,330.8,484.17,586.39,0.97
6391,-1555,330.02,484.66,586.35,0.97
6392,-2142,329.81,485.7,587.09,0.97
6393,-2347,330.47,486.59,588.2,0.97
6394,-2097,331.52,486.69,588.87,0.97
6395,-1477,332.19,486.09,588.76,0.97
6396,-711,332.25,485.43,588.24,0.97
6397,-103,332.04,485.06,587.82,0.97
6398,36,331.84,484.77,587.47,0.97
6399,-174,331.53,484.43,587.02,0.97
6400,-809,330.84,484.29,586.5,0.97
6401,-1557,330.06,484.77,586.47,0.97
6402,-2144,329.85,485.82,587.21,0.97
6403,-2348,330.51,486.7,588.32,0.97
6404,-2097,331.55,486.8,588.99,0.97
6405,-1481,332.23,486.21,588.88,0.97
6406,-712,332.28,485.54,588.36,0.97
6407,-103,332.08,485.17,587.94,0.97
6408,37,331.88,484.89,587.59,0.97
6409,-175,331.57,484.55,587.13,0.97
6410,-810,330.88,484.4,586.62,0.97
6411,-1557,330.09,484.89,586.58,0.97
6412,-2144,329.89,485.93,587.33,0.97
6413,-2346,330.54,486.82,588.43,0.97
6414,-2093,331.59,486.92,589.1,0.97
6415,-1477,332.26,486.33,588.99,0.97
6416,-711,332.32,485.66,588.47,0.97
6417,-105,332.11,485.29,588.05,0.97
6418,38,331.91,485,587.7,0.97
6419,-172,331.6,484.67,587.25,0.97
6420,-805,330.91,484.52,586.74,0.97
6421,-1557,330.13,485,586.7,0.97
6422,-2143,329.92,486.05,587.44,0.97
6423,-2347,330.58,486.93,588.55,0.97
6424,-2096,331.63,487.03,589.22,0.97
6425,-1477,332.3,486.44,589.11,0.97
6426,-711,332.35,485.77,588.59,0.97
6427,-106,332.14,485.4,588.16,0.97
6428,38,331.95,485.12,587.82,0.97
6429,-172,331.64,484.78,587.36,0.97
6430,-806,330.95,484.63,586.85,0.97
6431,-1557,330.17,485.12,586.81,0.97
6432,-2143,329.96,486.16,587.56,0.97
6433,-2349,330.62,487.05,588.66,0.97
6434,-2097,331.66,487.15,589.33,0.97
6435,-1478,332.34,486.55,589.22,0.97
6436,-710,332.39,485.89,588.7,0.97
6437,-105,332.18,485.52,588.28,0.97
6438,38,331.99,485.23,587.93,0.97
6439,-172,331.68,484.89,587.48,0.97
6440,-805,330.99,484.75,586.97,0.97
